PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
13001GilG KubskiKubskiRF13001???,63,6,10,1,1,0.254,0.086956522,0.144927536,0.028985507,0.5,Sheet1
13001JeffJ LahtiLahtiP13001???,38,0,20,0,1,0.053,0,0.526315789,0.026315789,0,Sheet1
13001BillB LandisLandisP13001???,19,3,10,1,0,0,0.136363636,0.454545455,0.045454545,1,Sheet1
13001CedC LandrumLandrumLF13001???,105,10,23,27,5,0.238,0.086956522,0.2,0.27826087,0.84375,Sheet1
13001DickD LaneLaneLF13001???,42,5,3,0,1,0.119,0.106382979,0.063829787,0.021276596,0,Sheet1
13001SteveS LarkinLarkinP13001???,3,0,2,1,0,0.333,0,0.666666667,0.333333333,1,Sheet1
13001BillB LaskeyLaskeyP13001???,210,16,98,0,2,0.105,0.07079646,0.433628319,0.008849558,0,Sheet1
13001GaryG LavelleLavelleP13001???,111,3,52,0,1,0.081,0.026315789,0.456140351,0.00877193,0,Sheet1
13001BrooksB LawrenceLawrenceP13001???,319,17,95,1,1,0.154,0.050595238,0.282738095,0.005952381,0.5,Sheet1
13001BillB LawrenceLawrenceCF13001???,46,5,5,0,2,0.217,0.098039216,0.098039216,0.039215686,0,Sheet1
13001MarcusM LawtonLawtonLF13001???,14,0,3,1,0,0.214,0,0.214285714,0.071428571,1,Sheet1
13001GeneG LaydenLaydenCF13001???,7,0,1,0,1,0.286,0,0.142857143,0.142857143,0,Sheet1
13001PeteP LaydenLaydenCF13001???,104,6,10,4,2,0.25,0.054545455,0.090909091,0.054545455,0.666666667,Sheet1
13001JohnJ LearyLeary1B13001???,760,15,107,11,19,0.258,0.019354839,0.138064516,0.038709677,0.366666667,Sheet1
13001DudD LeeLeeSS13001???,732,88,70,12,8,0.223,0.107317073,0.085365854,0.024390244,0.6,Sheet1
13001BillyB LeeLeeCF13001???,70,7,6,1,1,0.186,0.090909091,0.077922078,0.025974026,0.5,Sheet1
13001GeorgeG LeesLeesC13001???,42,0,3,0,1,0.214,0,0.071428571,0.023809524,0,Sheet1
13001LouL LegettLegettC13001???,124,5,22,2,0,0.202,0.03875969,0.170542636,0.015503876,1,Sheet1
13001LeftyL LeifieldLeifieldP13001???,611,48,63,5,0,0.175,0.072837633,0.095599393,0.007587253,1,Sheet1
13001EdE LeipLeip2B13001???,62,3,6,1,1,0.274,0.046153846,0.092307692,0.030769231,0.5,Sheet1
13001SheldonS LejeuneLejeuneCF13001???,84,4,15,6,3,0.167,0.045454545,0.170454545,0.102272727,0.666666667,Sheet1
13001DonD LeJohnLeJohn3B13001???,78,5,13,0,1,0.256,0.060240964,0.156626506,0.012048193,0,Sheet1
13001MaxM LeonLeonP13001???,52,1,4,1,0,0.25,0.018867925,0.075471698,0.018867925,1,Sheet1
13001DutchD LeonardLeonardP13001???,1054,20,183,1,0,0.168,0.018621974,0.170391061,0.000931099,1,Sheet1
13001DonD LeppertLeppert2B13001???,70,9,10,1,1,0.114,0.113924051,0.126582278,0.025316456,0.5,Sheet1
13001JackJ LindLindSS13001???,37,5,14,1,0,0.135,0.119047619,0.333333333,0.023809524,1,Sheet1
13001RoyceR LintLintP13001???,10,6,3,1,0,0.1,0.375,0.1875,0.0625,1,Sheet1
13001LarryL LintzLintz2B13001???,616,97,101,128,38,0.227,0.136044881,0.141654979,0.232819074,0.771084337,Sheet1
13001RickR LisiLisiRF13001???,16,4,0,0,1,0.313,0.2,0,0.05,0,Sheet1
13001EstebanE LoaizaLoaizaP13001???,271,3,69,0,1,0.17,0.010948905,0.251824818,0.003649635,0,Sheet1
13001BobB LoaneLoaneCF13001???,31,6,9,2,0,0.161,0.162162162,0.243243243,0.054054054,1,Sheet1
13001BobB LockerLockerP13001???,95,7,61,1,0,0.074,0.068627451,0.598039216,0.009803922,1,Sheet1
13001GeorgeG LoeppLoeppCF13001???,185,25,21,0,4,0.249,0.119047619,0.1,0.019047619,0,Sheet1
13001BillyB LoesLoesP13001???,347,15,96,1,1,0.11,0.041436464,0.26519337,0.005524862,0.5,Sheet1
13001DickD LoftusLoftusRF13001???,212,12,7,3,0,0.25,0.053571429,0.03125,0.013392857,1,Sheet1
13001AlbertoA LoisLoisLF13001???,4,0,1,1,1,0.25,0,0.25,0.5,0.5,Sheet1
13001MickeyM LolichLolichP13001???,821,105,362,1,1,0.11,0.113390929,0.390928726,0.002159827,0.5,Sheet1
13001BruceB LookLookC13001???,118,20,24,0,1,0.246,0.144927536,0.173913043,0.007246377,0,Sheet1
13001CarltonC LordLord3B13001???,47,2,3,0,1,0.234,0.040816327,0.06122449,0.020408163,0,Sheet1
13001ScottS LoucksLoucksCF13001???,80,7,28,7,3,0.263,0.08045977,0.32183908,0.114942529,0.7,Sheet1
13001JayJ LoviglioLoviglio2B13001???,52,3,6,5,5,0.192,0.054545455,0.109090909,0.181818182,0.5,Sheet1
13001GroverG LowdermilkLowdermilkP13001???,191,7,66,1,0,0.131,0.035353535,0.333333333,0.005050505,1,Sheet1
13001SteveS LubratichLubratich3B13001???,177,4,19,1,1,0.209,0.022099448,0.104972376,0.011049724,0.5,Sheet1
13001FrankF LuceLuceLF13001???,12,2,2,2,1,0.5,0.142857143,0.142857143,0.214285714,0.666666667,Sheet1
13001GordyG LundLundSS13001???,46,5,9,1,1,0.261,0.098039216,0.176470588,0.039215686,0.5,Sheet1
13001HarryH LunteLunteSS13001???,148,6,13,0,1,0.196,0.038961039,0.084415584,0.006493506,0,Sheet1
13001SparkyS LyleLyleP13001???,78,5,26,1,0,0.192,0.060240964,0.313253012,0.012048193,1,Sheet1
13001ByrdB LynnLynnC13001???,211,18,31,3,0,0.237,0.07860262,0.135371179,0.013100437,1,Sheet1
13001BillB LyonsLyons2B13001???,133,10,24,6,3,0.195,0.06993007,0.167832168,0.062937063,0.666666667,Sheet1
14001QuinnQ MackMackLF14001???,21,1,3,2,0,0.238,0.045454545,0.136363636,0.090909091,1,Sheet1
14001LonnieL MaclinMaclinLF14001???,13,0,5,1,0,0.077,0,0.384615385,0.076923077,1,Sheet1
14001DusterD MailsMailsP14001???,165,16,73,0,1,0.133,0.08839779,0.403314917,0.005524862,0,Sheet1
14001AlexA MainMainP14001???,127,7,36,1,1,0.157,0.052238806,0.268656716,0.014925373,0.5,Sheet1
14001GeorgeG MaiselMaiselCF14001???,500,20,24,18,10,0.282,0.038461538,0.046153846,0.053846154,0.642857143,Sheet1
14001MikeM MaksudianMaksudian1B14001???,41,14,6,0,1,0.22,0.254545455,0.109090909,0.018181818,0,Sheet1
14001BenB MalloneeMalloneeOF14001???,25,1,2,1,0,0.24,0.038461538,0.076923077,0.038461538,1,Sheet1
14001JimJ MalloryMalloryLF14001???,149,7,10,1,0,0.268,0.044871795,0.064102564,0.006410256,1,Sheet1
14001SheldonS MalloryMalloryRF14001???,126,11,18,12,5,0.214,0.080291971,0.131386861,0.124087591,0.705882353,Sheet1
14001HarryH MalmbergMalmberg2B14001???,208,29,19,0,1,0.216,0.122362869,0.080168776,0.004219409,0,Sheet1
14001TonyT MartinezMartinezSS14001???,175,6,26,2,3,0.171,0.033149171,0.143646409,0.027624309,0.4,Sheet1
14001DennisD MartinezMartinezP14001???,520,15,168,1,0,0.142,0.028037383,0.314018692,0.001869159,1,Sheet1
14001MartyM MartinezMartinezSS14001???,945,70,107,7,8,0.243,0.068965517,0.105418719,0.014778325,0.466666667,Sheet1
14001PabloP MartinezMartinezSS14001???,2,0,0,0,1,0.5,0,0,0.5,0,Sheet1
14001MeritoM AcostaAcostaRF14001???,436,63,46,17,8,0.255,0.126252505,0.092184369,0.0501002,0.68,Sheet1
14001JoseJ AcostaAcostaP14001???,60,11,22,1,0,0.15,0.154929577,0.309859155,0.014084507,1,Sheet1
14001HerbH AdamsAdamsCF14001???,337,22,24,4,2,0.261,0.061281337,0.066852368,0.016713092,0.666666667,Sheet1
14001SpencerS AdamsAdams2B14001???,395,38,50,5,10,0.256,0.087759815,0.115473441,0.034642032,0.333333333,Sheet1
14001GradyG AdkinsAdkinsP14001???,116,6,26,1,0,0.181,0.049180328,0.213114754,0.008196721,1,Sheet1
14001HankH AguirreAguirreP14001???,388,14,236,1,0,0.085,0.034825871,0.587064677,0.002487562,1,Sheet1
14001ScottyS AlcockAlcock3B14001???,156,7,14,4,2,0.173,0.042944785,0.085889571,0.036809816,0.666666667,Sheet1
14001HughH AlexanderAlexanderCF14001???,11,0,5,1,0,0.091,0,0.454545455,0.090909091,1,Sheet1
14001MattM AlexanderAlexanderCF14001???,168,18,26,103,42,0.214,0.096774194,0.139784946,0.779569892,0.710344828,Sheet1
14001NickN AllenAllenC14001???,500,33,73,8,0,0.232,0.061913696,0.1369606,0.015009381,1,Sheet1
14001KimK AllenAllen2B14001???,54,8,5,12,4,0.222,0.129032258,0.080645161,0.258064516,0.75,Sheet1
14001RodR AllenAllenDH14001???,50,2,11,1,0,0.22,0.038461538,0.211538462,0.019230769,1,Sheet1
14001OssieO AlvarezAlvarezSS14001???,198,16,27,1,1,0.212,0.074766355,0.126168224,0.009345794,0.5,Sheet1
14001WayneW AmblerAmblerSS14001???,782,83,64,4,1,0.224,0.095953757,0.073988439,0.005780347,0.8,Sheet1
14001EdE AmelungAmelungRF14001???,57,2,8,3,2,0.193,0.033898305,0.13559322,0.084745763,0.6,Sheet1
14001PeteP AppletonAppletonP14001???,374,8,66,0,1,0.233,0.020942408,0.172774869,0.002617801,0,Sheet1
14001MauriceM ArchdeaconArchdeaconCF14001???,384,48,39,13,10,0.333,0.111111111,0.090277778,0.053240741,0.565217391,Sheet1
14001RandyR AsadoorAsadoor3B14001???,55,3,13,1,2,0.364,0.051724138,0.224137931,0.051724138,0.333333333,Sheet1
14001PedroP AstacioAstacioP14001???,677,5,256,0,1,0.133,0.007331378,0.375366569,0.001466276,0,Sheet1
14001DelD BakerBakerC14001???,302,32,32,5,3,0.209,0.095808383,0.095808383,0.023952096,0.625,Sheet1
14001DougD BakerBakerSS14001???,246,18,62,3,0,0.207,0.068181818,0.234848485,0.011363636,1,Sheet1
14001HowardH BakerBaker3B14001???,82,8,10,2,1,0.22,0.088888889,0.111111111,0.033333333,0.666666667,Sheet1
14001JackJ BaldschunBaldschunP14001???,78,5,41,1,0,0.09,0.060240964,0.493975904,0.012048193,1,Sheet1
14001LeeL BalesBales2B14001???,43,8,12,1,1,0.093,0.156862745,0.235294118,0.039215686,0.5,Sheet1
14001WillieW BanksBanksP14001???,68,2,23,0,1,0.176,0.028571429,0.328571429,0.014285714,0,Sheet1
14001VirgilV BarnesBarnesP14001???,371,7,119,0,2,0.108,0.018518519,0.314814815,0.005291005,0,Sheet1
14001EdE BarneyBarneyCF14001???,272,37,33,17,4,0.224,0.1197411,0.106796117,0.067961165,0.80952381,Sheet1
14001GermanG BarrancaBarranca2B14001???,62,2,9,5,1,0.29,0.03125,0.140625,0.09375,0.833333333,Sheet1
14001TonyT BartiromeBartirome1B14001???,355,26,37,3,3,0.22,0.06824147,0.097112861,0.015748031,0.5,Sheet1
14001CharlieC BatesBatesRF14001???,38,3,5,3,1,0.237,0.073170732,0.12195122,0.097560976,0.75,Sheet1
14001DelD BatesBatesC14001???,60,6,15,0,1,0.133,0.090909091,0.227272727,0.015151515,0,Sheet1
14001BillyB BatesBates2B14001???,48,4,10,8,1,0.125,0.076923077,0.192307692,0.173076923,0.888888889,Sheet1
14001CharlieC BeamonBeamonDH14001???,51,3,8,1,0,0.196,0.055555556,0.148148148,0.018518519,1,Sheet1
14001TreyT BeamonBeamonLF14001???,158,11,36,3,3,0.253,0.065088757,0.213017751,0.035502959,0.5,Sheet1
14001LewL BeasleyBeasleyLF14001???,32,2,2,1,1,0.219,0.058823529,0.058823529,0.058823529,0.5,Sheet1
14001HowieH BedellBedellLF14001???,145,12,22,1,0,0.193,0.076433121,0.140127389,0.006369427,1,Sheet1
14001PetieP BehanBehanP14001???,67,0,13,1,0,0.194,0,0.194029851,0.014925373,1,Sheet1
14001BoB BelinskyBelinskyP14001???,206,14,70,0,1,0.131,0.063636364,0.318181818,0.004545455,0,Sheet1
14001BennyB BengoughBengoughC14001???,1125,62,45,2,9,0.255,0.052232519,0.037910699,0.00926706,0.181818182,Sheet1
14001JohnnyJ BergerBergerC14001???,16,2,3,1,0,0.313,0.111111111,0.166666667,0.055555556,1,Sheet1
14001NeilN BerryBerrySS14001???,1087,113,105,11,12,0.244,0.094166667,0.0875,0.019166667,0.47826087,Sheet1
14001MikeM BieleckiBieleckiP14001???,282,14,144,1,0,0.078,0.047297297,0.486486486,0.003378378,1,Sheet1
14001SteveS BieserBieserCF14001???,80,9,22,2,3,0.25,0.101123596,0.247191011,0.056179775,0.4,Sheet1
14001JoshJ BillingsBillingsC14001???,488,23,73,5,0,0.217,0.045009785,0.142857143,0.009784736,1,Sheet1
14001GeorgeG BlackerbyBlackerbyLF14001???,83,4,10,2,1,0.253,0.045977011,0.114942529,0.034482759,0.666666667,Sheet1
14001SheriffS BlakeBlakeP14001???,558,14,91,0,1,0.211,0.024475524,0.159090909,0.001748252,0,Sheet1
14001DamasoD BlancoBlanco3B14001???,33,5,6,3,1,0.212,0.131578947,0.157894737,0.105263158,0.75,Sheet1
14001OssieO BlancoBlanco1B14001???,102,10,18,0,4,0.196,0.089285714,0.160714286,0.035714286,0,Sheet1
14001GregG BlosserBlosserLF14001???,39,6,11,1,0,0.077,0.133333333,0.244444444,0.022222222,1,Sheet1
14001ChetC BoakBoak2B14001???,20,1,3,1,0,0.1,0.047619048,0.142857143,0.047619048,1,Sheet1
14001GeorgeG BoehlerBoehlerP14001???,60,5,12,1,0,0.233,0.076923077,0.184615385,0.015384615,1,Sheet1
14001LenL BoehmerBoehmer1B14001???,116,8,10,0,1,0.164,0.064516129,0.080645161,0.008064516,0,Sheet1
14001EdE BolandBolandRF14001???,136,4,14,2,0,0.257,0.028571429,0.1,0.014285714,1,Sheet1
14001TinyT BonhamBonhamP14001???,522,31,89,1,0,0.161,0.056057866,0.160940325,0.001808318,1,Sheet1
14001BobbyB BonnerBonnerSS14001???,108,4,16,1,0,0.194,0.035714286,0.142857143,0.008928571,1,Sheet1
14001RodR BookerBookerSS14001???,274,27,44,7,3,0.248,0.089700997,0.146179402,0.033222591,0.7,Sheet1
14001PedroP BorbonBorbonP14001???,156,1,44,1,0,0.205,0.006369427,0.280254777,0.006369427,1,Sheet1
14001RedR BoromBorom2B14001???,144,9,10,4,2,0.25,0.058823529,0.065359477,0.039215686,0.666666667,Sheet1
14001KentK BottenfieldBottenfieldP14001???,191,2,66,1,0,0.162,0.010362694,0.341968912,0.005181347,1,Sheet1
14001CarlC BouldinBouldinP14001???,21,2,15,0,1,0,0.086956522,0.652173913,0.043478261,0,Sheet1
14001RyanR BowenBowenP14001???,102,5,36,0,1,0.176,0.046728972,0.336448598,0.009345794,0,Sheet1
14001BillyB BowersBowersCF14001???,78,4,5,1,1,0.192,0.048780488,0.06097561,0.024390244,0.5,Sheet1
14001TerryT BradshawBradshawLF14001???,65,5,12,1,3,0.262,0.071428571,0.171428571,0.057142857,0.25,Sheet1
14001CliffC BradyBrady2B14001???,180,13,12,0,1,0.228,0.067357513,0.062176166,0.005181347,0,Sheet1
14001DougD BradyBrady2B14001???,21,2,4,0,1,0.19,0.086956522,0.173913043,0.043478261,0,Sheet1
14001DudD BranomBranom1B14001???,94,2,5,2,1,0.234,0.020833333,0.052083333,0.03125,0.666666667,Sheet1
14001FredF BratschiBratschiLF14001???,196,14,17,0,1,0.276,0.066666667,0.080952381,0.004761905,0,Sheet1
14001FrankF BrazillBrazill1B14001???,190,23,22,2,4,0.258,0.107981221,0.103286385,0.028169014,0.333333333,Sheet1
14001BillB BrenzelBrenzelC14001???,217,8,15,2,2,0.198,0.035555556,0.066666667,0.017777778,0.5,Sheet1
14001JimJ BretonBreton3B14001???,297,30,56,11,7,0.199,0.091743119,0.171253823,0.055045872,0.611111111,Sheet1
14001JimJ BrewerBrewerP14001???,140,10,52,1,0,0.15,0.066666667,0.346666667,0.006666667,1,Sheet1
14001MikeM BrewerBrewerRF14001???,18,2,6,0,1,0.167,0.1,0.3,0.05,0,Sheet1
14001CharlieC BrewsterBrewsterSS14001???,213,16,28,1,0,0.221,0.069868996,0.122270742,0.004366812,1,Sheet1
15001MelkyM MesaMesaLF15001???,15,1,2,0,1,0.4,0.0625,0.125,0.0625,0,Sheet1
15001DanielD McCutchenMcCutchenP15001???,30,1,8,1,0,0.067,0.032258065,0.258064516,0.032258065,1,Sheet1
15001DougD BernierBernierSS15001???,69,10,21,2,1,0.217,0.126582278,0.265822785,0.037974684,0.666666667,Sheet1
15001CharlieC MortonMortonP15001???,321,3,170,0,1,0.084,0.009259259,0.524691358,0.00308642,0,Sheet1
15001CallixC CrabbeCrabbe2B15001???,34,4,6,1,0,0.176,0.105263158,0.157894737,0.026315789,1,Sheet1
15001JustinJ ChristianChristianLF15001???,143,10,15,12,4,0.203,0.065359477,0.098039216,0.104575163,0.75,Sheet1
15001DarrenD FordFordCF15001???,14,1,5,9,6,0.286,0.066666667,0.333333333,1,0.6,Sheet1
15001HernanH IribarrenIribarren2B15001???,72,2,19,1,0,0.264,0.027027027,0.256756757,0.013513514,1,Sheet1
15001KevinK ReeseReeseLF15001???,13,2,2,1,0,0.385,0.133333333,0.133333333,0.066666667,1,Sheet1
15001JohnnyJ CuetoCuetoP15001???,545,17,178,1,0,0.101,0.03024911,0.316725979,0.001779359,1,Sheet1
15001EricE FarrisFarris2B15001???,9,1,2,1,0,0.111,0.1,0.2,0.1,1,Sheet1
15001MatthewM BrownBrown3B15001???,24,3,11,1,0,0.042,0.111111111,0.407407407,0.037037037,1,Sheet1
15001TsuyoshiT NishiokaNishiokaSS15001???,233,16,44,2,4,0.215,0.064257028,0.176706827,0.024096386,0.333333333,Sheet1
15001JairJ JurrjensJurrjensP15001???,223,18,75,0,1,0.112,0.074688797,0.31120332,0.004149378,0,Sheet1
15001MattM YoungYoungLF15001???,58,4,15,0,1,0.19,0.064516129,0.241935484,0.016129032,0,Sheet1
15001BryanB AndersonAndersonC15001???,68,4,19,1,0,0.221,0.055555556,0.263888889,0.013888889,1,Sheet1
15001MattM YoungYoungLF15001???,58,4,15,0,1,0.19,0.064516129,0.241935484,0.016129032,0,Sheet1
15001BryanB AndersonAndersonC15001???,68,4,19,1,0,0.221,0.055555556,0.263888889,0.013888889,1,Sheet1
15001MelvinM DortaDortaSS15001???,19,1,2,0,2,0.211,0.05,0.1,0.1,0,Sheet1
15001ArgenisA DiazDiazSS15001???,33,3,10,0,1,0.242,0.083333333,0.277777778,0.027777778,0,Sheet1
15001LuisL DurangoDurangoCF15001???,65,7,10,7,1,0.292,0.097222222,0.138888889,0.111111111,0.875,Sheet1
15001RafaelR YnoaYnoa3B15001???,199,7,39,1,0,0.281,0.033980583,0.189320388,0.004854369,1,Sheet1
15001BrianB BocockBocockSS15001???,82,12,32,4,2,0.134,0.127659574,0.340425532,0.063829787,0.666666667,Sheet1
15001KevinK RussoRusso3B15001???,49,3,9,1,0,0.184,0.057692308,0.173076923,0.019230769,1,Sheet1
15001BrianB DinkelmanDinkelman2B15001???,73,4,14,2,0,0.301,0.051948052,0.181818182,0.025974026,1,Sheet1
15001OzzieO Mart?nezMart?nezSS15001???,66,4,15,1,0,0.258,0.057142857,0.214285714,0.014285714,1,Sheet1
15001DerrickD RobinsonRobinsonCF15001???,192,18,44,4,5,0.255,0.085714286,0.20952381,0.042857143,0.444444444,Sheet1
15001JoeJ BensonBensonLF15001???,71,3,21,2,2,0.239,0.040540541,0.283783784,0.054054054,0.5,Sheet1
15001ChrisC ArcherArcherP15001???,80,4,38,0,1,0.1,0.047619048,0.452380952,0.011904762,0,Sheet1
15001TylerT LadendorfLadendorf2B15001???,66,2,15,2,0,0.121,0.029411765,0.220588235,0.029411765,1,Sheet1
15001JonathanJ DiazDiazSS15001???,55,4,17,1,0,0.145,0.06779661,0.288135593,0.016949153,1,Sheet1
15001ColeC FigueroaFigueroa2B15001???,77,5,6,1,0,0.208,0.06097561,0.073170732,0.012195122,1,Sheet1
15001JeradJ HeadHeadLF15001???,24,0,5,1,0,0.125,0,0.208333333,0.041666667,1,Sheet1
16001HarryH DorishDorishP16001???,204,8,43,1,0,0.157,0.037735849,0.202830189,0.004716981,1,Sheet1
16001RedR DormanDormanCF16001???,77,9,6,1,0,0.364,0.104651163,0.069767442,0.011627907,1,Sheet1
16001BillB DrescherDrescherC16001???,139,8,5,0,2,0.266,0.054421769,0.034013605,0.013605442,0,Sheet1
16001KarlK DrewsDrewsP16001???,254,28,95,1,0,0.083,0.09929078,0.336879433,0.003546099,1,Sheet1
16001KeithK DrumrightDrumright2B16001???,141,7,8,0,1,0.241,0.047297297,0.054054054,0.006756757,0,Sheet1
16001MikeM DurantDurantC16001???,81,10,15,3,0,0.21,0.10989011,0.164835165,0.032967033,1,Sheet1
16001ScottS EarlEarl2B16001???,35,0,9,1,0,0.114,0,0.257142857,0.028571429,1,Sheet1
16001JackJ EastonEastonP16001???,238,16,20,11,0,0.176,0.062992126,0.078740157,0.043307087,1,Sheet1
16001BenB EganEganC16001???,352,18,34,3,1,0.165,0.048648649,0.091891892,0.010810811,0.75,Sheet1
16001HowardH EhmkeEhmkeP16001???,1009,26,111,5,1,0.208,0.025120773,0.107246377,0.005797101,0.833333333,Sheet1
16001HackH EibelEibelLF16001???,46,3,6,1,1,0.174,0.06122449,0.12244898,0.040816327,0.5,Sheet1
16001JuanJ EichelbergerEichelbergerP16001???,136,4,65,2,0,0.103,0.028571429,0.464285714,0.014285714,1,Sheet1
16001IkeI EichrodtEichrodtCF16001???,516,21,51,3,3,0.234,0.039106145,0.094972067,0.011173184,0.5,Sheet1
16001CalC EldredEldredP16001???,72,6,39,0,1,0.111,0.076923077,0.5,0.012820513,0,Sheet1
16001DockD EllisEllisP16001???,489,27,201,4,0,0.133,0.052325581,0.389534884,0.007751938,1,Sheet1
16001RobR EllisEllisRF16001???,166,16,35,0,2,0.229,0.087912088,0.192307692,0.010989011,0,Sheet1
16001NinoN EscaleraEscaleraRF16001???,69,7,11,1,0,0.159,0.092105263,0.144736842,0.013157895,1,Sheet1
16001JimJ EschenEschenCF16001???,42,5,9,0,1,0.238,0.106382979,0.191489362,0.021276596,0,Sheet1
16001NinoN EspinosaEspinosaP16001???,258,9,78,0,1,0.171,0.033707865,0.292134831,0.003745318,0,Sheet1
16001NinoN EscaleraEscaleraRF16001???,69,7,11,1,0,0.159,0.092105263,0.144736842,0.013157895,1,Sheet1
16001JimJ EschenEschenCF16001???,42,5,9,0,1,0.238,0.106382979,0.191489362,0.021276596,0,Sheet1
16001NinoN EspinosaEspinosaP16001???,258,9,78,0,1,0.171,0.033707865,0.292134831,0.003745318,0,Sheet1
16001ChetC FalkFalkP16001???,44,2,5,1,0,0.273,0.043478261,0.108695652,0.02173913,1,Sheet1
16001RikkertR FaneyteFaneyteCF16001???,132,16,42,1,0,0.174,0.108108108,0.283783784,0.006756757,1,Sheet1
16001PaulP FariesFaries2B16001???,214,20,34,5,2,0.201,0.085470085,0.145299145,0.02991453,0.714285714,Sheet1
16001KerbyK FarrellFarrell1B16001???,676,40,33,5,9,0.262,0.055865922,0.046089385,0.019553073,0.357142857,Sheet1
16001JeffJ FasseroFasseroP16001???,276,18,151,1,0,0.083,0.06122449,0.513605442,0.003401361,1,Sheet1
16001AlA FederoffFederoff2B16001???,235,16,13,1,0,0.238,0.06374502,0.051792829,0.003984064,1,Sheet1
16001BobbyB FenwickFenwick2B16001???,56,3,15,0,1,0.179,0.050847458,0.254237288,0.016949153,0,Sheet1
16001AlexA FergusonFergusonP16001???,397,15,150,0,1,0.106,0.036407767,0.36407767,0.002427184,0,Sheet1
16001SergioS FerrerFerrerSS16001???,178,17,27,7,8,0.242,0.087179487,0.138461538,0.076923077,0.466666667,Sheet1
16001BobbyB FenwickFenwick2B16001???,56,3,15,0,1,0.179,0.050847458,0.254237288,0.016949153,0,Sheet1
16001AlexA FergusonFergusonP16001???,397,15,150,0,1,0.106,0.036407767,0.36407767,0.002427184,0,Sheet1
16001SergioS FerrerFerrerSS16001???,178,17,27,7,8,0.242,0.087179487,0.138461538,0.076923077,0.466666667,Sheet1
16001HowardH FitzgeraldFitzgeraldLF16001???,140,8,11,2,4,0.257,0.054054054,0.074324324,0.040540541,0.333333333,Sheet1
16001LewL FlickFlickRF16001???,40,1,2,1,0,0.175,0.024390244,0.048780488,0.024390244,1,Sheet1
16001BobbyB FloydFloydSS16001???,425,28,99,2,2,0.219,0.061810155,0.218543046,0.008830022,0.5,Sheet1
16001ChadC FonvilleFonville2B16001???,546,45,77,30,10,0.244,0.076142132,0.130287648,0.067681895,0.75,Sheet1
16001KenK ForschForschP16001???,383,16,163,1,0,0.136,0.040100251,0.408521303,0.002506266,1,Sheet1
16001TerryT ForsterForsterP16001???,78,2,9,1,0,0.397,0.025,0.1125,0.0125,1,Sheet1
16001DannyD FrisellaFrisellaP16001???,78,4,25,2,0,0.179,0.048780488,0.304878049,0.024390244,1,Sheet1
16001CharlieC FuchsFuchsP16001???,43,1,12,1,0,0.07,0.022727273,0.272727273,0.022727273,1,Sheet1
16001BobB GarbarkGarbarkC16001???,327,26,17,0,1,0.248,0.073654391,0.04815864,0.002832861,0,Sheet1
16001ArtA GardnerGardnerLF16001???,99,4,25,1,1,0.162,0.038834951,0.242718447,0.019417476,0.5,Sheet1
16001MikeM GazellaGazella3B16001???,352,56,50,8,4,0.241,0.137254902,0.12254902,0.029411765,0.666666667,Sheet1
16001JoeJ GenewichGenewichP16001???,464,13,62,1,0,0.207,0.027253669,0.129979036,0.002096436,1,Sheet1
16001GaryG GentryGentryP16001???,285,11,174,0,1,0.095,0.037162162,0.587837838,0.003378378,0,Sheet1
16001CraigC GerberGerberSS16001???,91,2,3,0,3,0.264,0.021505376,0.032258065,0.032258065,0,Sheet1
16001GeorgeG GerkenGerkenCF16001???,129,13,25,3,3,0.225,0.091549296,0.176056338,0.042253521,0.5,Sheet1
16001ChappieC GeyganGeyganSS16001???,103,5,19,0,2,0.252,0.046296296,0.175925926,0.018518519,0,Sheet1
16001RayR GiannelliGiannelli3B16001???,35,8,13,1,0,0.143,0.186046512,0.302325581,0.023255814,1,Sheet1
16001GrantG GillisGillis2B16001???,196,12,13,0,2,0.245,0.057692308,0.0625,0.009615385,0,Sheet1
16001TonyT GiulianiGiulianiC16001???,674,38,41,1,2,0.233,0.053370787,0.05758427,0.004213483,0.333333333,Sheet1
16001BillyB GleasonGleason2B16001???,118,11,11,1,1,0.22,0.085271318,0.085271318,0.015503876,0.5,Sheet1
16001ChuckC GogginGoggin2B16001???,99,10,21,0,1,0.293,0.091743119,0.19266055,0.009174312,0,Sheet1
16001ChileC GomezGomez2B16001???,627,40,73,3,0,0.226,0.059970015,0.109445277,0.004497751,1,Sheet1
16001LuisL GomezGomezSS16001???,1251,86,129,6,22,0.21,0.064323111,0.096484667,0.020942408,0.214285714,Sheet1
16001LeftyL GomezGomezP16001???,904,50,252,1,1,0.147,0.052410901,0.264150943,0.002096436,0.5,Sheet1
