PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
1263OmarO VizquelVizquelSS1263???,10586,1028,1087,404,167,0.272,0.088513863,0.093593938,0.049164801,0.707530648,Sheet1
1263J.P.J ArencibiaArencibiaC1263???,1573,85,484,2,3,0.212,0.051266586,0.291917973,0.003015682,0.4,Sheet1
1263JohnJ FlahertyFlahertyC1263???,3372,175,514,10,19,0.252,0.049337468,0.144911193,0.008175923,0.344827586,Sheet1
1263DarrinD JacksonJacksonCF1263???,2629,131,480,43,17,0.257,0.047463768,0.173913043,0.02173913,0.716666667,Sheet1
1263MikeM HargroveHargrove1B1263???,5564,965,550,24,37,0.29,0.147802114,0.084239547,0.009342932,0.393442623,Sheet1
1263TyT FranceFrance1B1263???,2925,204,593,3,3,0.262,0.065196548,0.189517418,0.001917546,0.5,Sheet1
1263CarlC ReynoldsReynoldsRF1263???,4495,260,308,112,40,0.302,0.054679285,0.064773922,0.031966351,0.736842105,Sheet1
1263JoelJ YoungbloodYoungbloodRF1263???,3659,332,589,60,55,0.265,0.083187171,0.14758206,0.028814833,0.52173913,Sheet1
1344HarryH DavisDavis1B1344???,6653,525,45,285,2,0.277,0.07314015,0.006269156,0.039983282,0.993031359,Sheet1
1344WilsonW BetemitBetemit3B1344???,2093,211,612,9,8,0.267,0.091579861,0.265625,0.007378472,0.529411765,Sheet1
1344HarryH HooperHooperRF1344???,8785,1136,412,375,121,0.281,0.114504586,0.041528072,0.04999496,0.756048387,Sheet1
1344DarnellD ColesColes3B1344???,2891,237,445,20,23,0.245,0.075767263,0.142263427,0.013746803,0.465116279,Sheet1
1344YangervisY SolarteSolarte3B1344???,2407,189,326,6,5,0.258,0.072804314,0.125577812,0.004237288,0.545454545,Sheet1
1344TomT McCrawMcCraw1B1344???,3956,332,544,143,68,0.246,0.077425373,0.126865672,0.04920709,0.677725118,Sheet1
1344WesW HelmsHelms1B1344???,2711,220,687,3,12,0.256,0.075059707,0.234390993,0.005117707,0.2,Sheet1
1358KevinK SeitzerSeitzer3B1358???,5278,669,617,80,49,0.295,0.112493694,0.10374979,0.021691609,0.620155039,Sheet1
1358EdE KonetchyKonetchy1B1358???,7649,689,545,255,5,0.281,0.082633725,0.065363396,0.031182538,0.980769231,Sheet1
1358DanD GladdenGladdenLF1358???,4501,337,625,222,93,0.27,0.069656883,0.129185614,0.065109549,0.704761905,Sheet1
1358LarryL DoyleDoyle2B1358???,6509,625,274,298,27,0.29,0.087608635,0.038407625,0.04555649,0.916923077,Sheet1
1358JimJ LefebvreLefebvre2B1358???,3014,322,447,8,15,0.251,0.096522782,0.133992806,0.006894484,0.347826087,Sheet1
1358OddibeO McDowellMcDowellCF1358???,2829,294,550,169,53,0.253,0.09414025,0.176112712,0.071085495,0.761261261,Sheet1
1358SethS BrownBrownLF1358???,1641,145,496,24,6,0.226,0.08118701,0.277715566,0.016797312,0.8,Sheet1
1366NolanN GormanGorman2B1366???,1317,156,493,15,4,0.223,0.105906314,0.334691107,0.012898846,0.789473684,Sheet1
1366AndyA KoscoKoscoRF1366???,1963,99,350,5,8,0.236,0.048011639,0.169738118,0.006304559,0.384615385,Sheet1
1366HunterH DozierDozier3B1366???,2093,193,621,19,12,0.238,0.084426947,0.271653543,0.013560805,0.612903226,Sheet1
1366RanceR MulliniksMulliniks3B1366???,3569,460,555,15,12,0.272,0.114172251,0.137751303,0.006701415,0.555555556,Sheet1
1366RonR SwobodaSwobodaRF1366???,2581,299,647,20,14,0.242,0.103819444,0.224652778,0.011805556,0.588235294,Sheet1
1366OdellO HaleHale2B1366???,3701,353,315,57,45,0.289,0.087074494,0.077701036,0.025160335,0.558823529,Sheet1
1366ChristopherC MorelMorelLF1366???,1535,153,521,30,18,0.222,0.09063981,0.308649289,0.028436019,0.625,Sheet1
1366JoshJ HarrisonHarrison2B1366???,3997,187,662,91,37,0.27,0.044694073,0.158221797,0.030592734,0.7109375,Sheet1
1432PatP BordersBordersC1432???,3282,155,557,9,14,0.253,0.045097469,0.162059936,0.006691882,0.391304348,Sheet1
1432MichaelM Harris IIHarrisCF1432???,1856,83,404,65,17,0.275,0.04280557,0.208354822,0.04228984,0.792682927,Sheet1
1453EliasE D?azD?azC1453???,2544,190,546,2,2,0.246,0.069495245,0.199707388,0.001463058,0.5,Sheet1
1453SteveS HendersonHendersonLF1453???,3484,386,677,79,58,0.28,0.099741602,0.174935401,0.035400517,0.576642336,Sheet1
1453AlecA BohmBohm3B1453???,2626,185,507,18,7,0.278,0.065812878,0.18036286,0.008893632,0.72,Sheet1
1453EddE RoushRoushCF1453???,7363,484,260,268,92,0.323,0.061679623,0.033133682,0.045877405,0.744444444,Sheet1
1453MikeM SciosciaSciosciaC1453???,4373,567,307,29,24,0.259,0.114777328,0.062145749,0.010728745,0.547169811,Sheet1
1453RyanR JeffersJeffersC1453???,1595,158,459,6,3,0.237,0.090131204,0.261836851,0.005134056,0.666666667,Sheet1
1453JoJ AdellAdellCF1453???,1412,94,466,26,15,0.218,0.062416999,0.309428951,0.027224436,0.634146341,Sheet1
1453KenK ReitzReitz3B1453???,4777,184,518,10,14,0.26,0.037089297,0.104414433,0.004837734,0.416666667,Sheet1
1453RoyR McMillanMcMillanSS1453???,6752,665,711,41,36,0.243,0.089658892,0.09586086,0.010381556,0.532467532,Sheet1
1453MikeM ShannonShannon3B1453???,2780,224,525,19,17,0.255,0.074567244,0.174766977,0.011984021,0.527777778,Sheet1
1453LouL BoudreauBoudreauSS1453???,6029,796,309,51,50,0.295,0.116630037,0.045274725,0.014798535,0.504950495,Sheet1
1453AmedA RosarioRosario3B1453???,3669,168,752,110,36,0.274,0.043784206,0.195986448,0.03805056,0.753424658,Sheet1
1453ArtA ShamskyShamskyRF1453???,1686,188,254,5,7,0.253,0.100320171,0.135538954,0.006403415,0.416666667,Sheet1
1468JohnnyJ BlanchardBlanchardC1468???,1193,136,163,2,0,0.239,0.102332581,0.122648608,0.001504891,1,Sheet1
1468JimJ RussellRussellLF1468???,3595,503,427,59,0,0.267,0.122742801,0.104197169,0.014397267,1,Sheet1
1468Ji ManJ ChoiChoi1B1468???,1567,241,476,6,7,0.234,0.13329646,0.263274336,0.007190265,0.461538462,Sheet1
1468MookieM WilsonWilsonOF1468???,5094,282,866,327,98,0.274,0.052455357,0.16108631,0.07905506,0.769411765,Sheet1
1468BrianB SchneiderSchneiderC1468???,3165,331,526,4,8,0.247,0.094679634,0.150457666,0.003432494,0.333333333,Sheet1
1468CarsonC KellyKellyC1468???,1886,214,426,4,0,0.23,0.101904762,0.202857143,0.001904762,1,Sheet1
1468MikeM MathenyMathenyC1468???,3877,266,795,8,14,0.239,0.064204683,0.191889935,0.005310162,0.363636364,Sheet1
1468PedroP MunozMunozRF1468???,1708,100,418,11,10,0.273,0.055309735,0.23119469,0.011615044,0.523809524,Sheet1
1581KyleK FarmerFarmer2B1581???,2144,131,477,16,17,0.247,0.057582418,0.20967033,0.014505495,0.484848485,Sheet1
1581WarrenW CromartieCromartieLF1581???,3927,325,403,50,37,0.281,0.076434619,0.094778928,0.02046096,0.574712644,Sheet1
1581JeffJ ReedReedC1581???,3101,391,566,7,9,0.25,0.111970218,0.162084765,0.004581901,0.4375,Sheet1
1581JeremyJ Pe?aPe?aSS1581???,2100,118,448,63,19,0.27,0.053201082,0.201983769,0.036970243,0.768292683,Sheet1
1581AaronA RobinsonRobinsonC1581???,1839,337,194,0,6,0.26,0.154871324,0.089154412,0.002757353,0,Sheet1
1581ShantyS HoganHoganC1581???,3180,220,188,6,2,0.295,0.064705882,0.055294118,0.002352941,0.75,Sheet1
1581GabyG SanchezSanchez1B1581???,1998,225,368,12,1,0.254,0.101214575,0.16554206,0.005847953,0.923076923,Sheet1
1581EdE BoucheeBouchee1B1581???,2199,340,401,5,8,0.265,0.133910989,0.157936195,0.005120126,0.384615385,Sheet1
1581MickeyM RiversRiversCF1581???,5629,265,471,267,90,0.295,0.044960977,0.079911775,0.060570071,0.74789916,Sheet1
1581DaveD NicholsonNicholsonLF1581???,1419,219,573,6,10,0.212,0.133699634,0.34981685,0.00976801,0.375,Sheet1
1612HarryH AndersonAndersonLF1612???,1586,159,291,3,6,0.264,0.091117479,0.166762178,0.005157593,0.333333333,Sheet1
1612CaseyC StengelStengelRF1612???,4288,437,453,131,43,0.284,0.092486772,0.095873016,0.036825397,0.752873563,Sheet1
1612AddisonA RussellRussellSS1612???,1987,186,532,17,5,0.242,0.08559595,0.244822826,0.010124252,0.772727273,Sheet1
1612LuisL RengifoRengifo3B1612???,2208,163,446,48,25,0.252,0.068747364,0.188106284,0.030788697,0.657534247,Sheet1
1612EnosE CabellCabell3B1612???,5952,259,691,238,124,0.277,0.041700209,0.111254226,0.05828369,0.657458564,Sheet1
1612FredF MerkleMerkle1B1612???,5782,454,583,272,20,0.273,0.072803079,0.093489416,0.046824888,0.931506849,Sheet1
1612MikeM AvilesAvilesSS1612???,3009,141,424,78,31,0.261,0.044761905,0.134603175,0.034603175,0.71559633,Sheet1
1612RussR WrightstoneWrightstone3B1612???,2992,215,152,35,20,0.297,0.067040848,0.047396321,0.017149984,0.636363636,Sheet1
1612EdE BrinkmanBrinkmanSS1612???,6045,444,845,30,35,0.224,0.068423486,0.130220373,0.010016952,0.461538462,Sheet1
1612JohnnyJ GrothGrothCF1612???,3808,419,329,19,42,0.279,0.099124675,0.077832978,0.014431039,0.31147541,Sheet1
1612RoccoR BaldelliBaldelliCF1612???,1910,102,388,60,16,0.278,0.050695825,0.192842942,0.03777336,0.789473684,Sheet1
1612BobB AspromonteAspromonte2B1612???,4369,333,459,19,24,0.252,0.070820927,0.097618035,0.009145045,0.441860465,Sheet1
1612LuisL Ur?asUr?as2B1612???,1793,212,433,11,7,0.231,0.105735661,0.2159601,0.008977556,0.611111111,Sheet1
1612MatthewM LeCroyLeCroyC1612???,1388,123,332,0,4,0.26,0.081403044,0.219722038,0.002647253,0,Sheet1
1612ChrisC GomezGomezSS1612???,4604,408,750,35,33,0.262,0.081404629,0.149640862,0.013567438,0.514705882,Sheet1
1629GeraldG PerryPerry1B1629???,3144,328,374,142,75,0.265,0.094470046,0.107718894,0.0625,0.65437788,Sheet1
1629JasonJ MichaelsMichaelsLF1629???,2332,243,496,22,18,0.263,0.094368932,0.192621359,0.015533981,0.55,Sheet1
1629ChiefC WilsonWilsonOF1629???,4624,241,407,98,15,0.269,0.049537513,0.083658787,0.023227133,0.867256637,Sheet1
1629SamS JethroeJethroeCF1629???,2459,222,293,135,14,0.277,0.082804924,0.109287579,0.055576278,0.906040268,Sheet1
1629TylerT StephensonStephensonC1629???,1707,182,482,2,2,0.261,0.096347274,0.255161461,0.002117522,0.5,Sheet1
1629DickD KokosKokosRF1629???,1558,242,252,15,21,0.263,0.134444444,0.14,0.02,0.416666667,Sheet1
1629JodyJ GerutGerutRF1629???,1804,159,261,30,19,0.262,0.080998472,0.132959755,0.024961793,0.612244898,Sheet1
1629AllenA CraigCraig1B1629???,1831,143,394,11,3,0.276,0.072441743,0.199594732,0.007092199,0.785714286,Sheet1
1629EmilE BrownBrownLF1629???,2249,197,468,52,14,0.258,0.080539657,0.191332788,0.026982829,0.787878788,Sheet1
1629WallyW SchangSchangC1629???,5307,849,573,121,49,0.284,0.13791423,0.093079922,0.027615335,0.711764706,Sheet1
1629RonR LeFloreLeFloreCF1629???,4458,363,888,455,142,0.288,0.075295582,0.184194151,0.12383323,0.762144054,Sheet1
1629ShaneS SpencerSpencerLF1629???,1671,152,357,13,11,0.262,0.083379046,0.195831048,0.013165112,0.541666667,Sheet1
1629JaredJ WalshWalsh1B1629???,1288,104,406,4,2,0.239,0.074712644,0.291666667,0.004310345,0.666666667,Sheet1
1629AdolfoA PhillipsPhillipsCF1629???,1875,251,485,82,44,0.247,0.118062088,0.22812794,0.059266228,0.650793651,Sheet1
1629BillB SudakisSudakis3B1629???,1548,172,313,9,6,0.234,0.1,0.181976744,0.00872093,0.6,Sheet1
1629RickR CeroneCeroneC1629???,4069,320,450,6,22,0.245,0.072909547,0.10252905,0.006379585,0.214285714,Sheet1
1629DougD GlanvilleGlanvilleCF1629???,3964,208,502,168,36,0.277,0.049856184,0.120325983,0.048897411,0.823529412,Sheet1
1648RoyR JohnsonJohnsonLF1648???,4359,489,380,135,80,0.296,0.100866337,0.078382838,0.044348185,0.627906977,Sheet1
1648LeonysL MartinMartinCF1648???,2532,190,637,126,45,0.244,0.069801616,0.234019104,0.062821455,0.736842105,Sheet1
1674BarryB FooteFooteC1674???,2127,136,287,10,6,0.23,0.060097216,0.126822802,0.007070261,0.625,Sheet1
1674JoseJ OffermanOffermanSS1674???,5681,772,914,172,100,0.273,0.119634279,0.141639547,0.042150938,0.632352941,Sheet1
1674StanS JavierJavierCF1674???,5047,578,839,246,51,0.269,0.102755556,0.149155556,0.0528,0.828282828,Sheet1
1674PhilP TodtTodt1B1674???,3415,207,229,29,21,0.258,0.057150745,0.063224738,0.013804528,0.58,Sheet1
1674WillardW BrownBrownRF1674???,1724,131,7,90,2,0.353,0.070619946,0.003773585,0.049595687,0.97826087,Sheet1
1674PaulP SchaalSchaal3B1674???,3555,516,466,43,38,0.244,0.126750184,0.11446819,0.019896831,0.530864198,Sheet1
1674YainerY DiazDiazC1674???,1392,55,264,3,1,0.28,0.038009675,0.182446441,0.00276434,0.75,Sheet1
1674GarrettG CooperCooper1B1674???,1735,157,519,1,1,0.265,0.082980973,0.274312896,0.001057082,0.5,Sheet1
1674JerryJ AdairAdair2B1674???,4019,208,499,29,29,0.254,0.049207476,0.118050627,0.013721315,0.5,Sheet1
1674HankH MajeskiMajeski3B1674???,3421,299,260,10,11,0.279,0.080376344,0.069892473,0.005645161,0.476190476,Sheet1
1674JoeJ OrsulakOrsulakRF1674???,4293,318,402,93,60,0.273,0.068965517,0.087182824,0.033181522,0.607843137,Sheet1
1674VictorV CaratiniCaratiniC1674???,1929,183,448,5,3,0.244,0.086647727,0.212121212,0.003787879,0.625,Sheet1
1674EllyE De La CruzDe La CruzSS1674???,1523,159,509,133,30,0.257,0.094530321,0.302615933,0.096908442,0.81595092,Sheet1
1674HalH ChaseChase1B1674???,7417,276,306,363,15,0.291,0.035876771,0.03977642,0.049135578,0.96031746,Sheet1
1674TonyT KubekKubekSS1674???,4167,217,441,29,23,0.266,0.049498175,0.100593066,0.011861314,0.557692308,Sheet1
1674CJC AbramsAbramsSS1674???,1860,109,388,111,23,0.251,0.05535805,0.197054342,0.06805485,0.828358209,Sheet1
1695CharleyC JonesJonesLF1695???,3687,237,124,19,0,0.299,0.060397554,0.031600408,0.004841998,1,Sheet1
1695ConnieC RyanRyan2B1695???,3982,518,514,69,12,0.248,0.115111111,0.114222222,0.018,0.851851852,Sheet1
1695RenatoR N??ezN??ez3B1695???,1055,82,296,1,1,0.245,0.072119613,0.260334213,0.001759015,0.5,Sheet1
1695RyanR ChurchChurchRF1695???,1894,188,459,21,10,0.264,0.090297791,0.220461095,0.014889529,0.677419355,Sheet1
1695MattM MieskeMieskeRF1695???,1547,124,313,7,16,0.262,0.074207062,0.187312986,0.013764213,0.304347826,Sheet1
1695WilliW CastroCastroLF1695???,2274,168,607,74,27,0.246,0.068796069,0.248566749,0.041359541,0.732673267,Sheet1
1695RonR JacksonJackson1B1695???,2986,213,329,23,27,0.259,0.066583307,0.102844639,0.015629884,0.46,Sheet1
1695BobbyB KnoopKnoop2B1695???,3622,305,833,16,17,0.236,0.077667431,0.212121212,0.008403361,0.484848485,Sheet1
1695CharlieC O'BrienO'BrienC1695???,2232,209,354,1,10,0.221,0.085620647,0.145022532,0.00450635,0.090909091,Sheet1
1695JakeJ BauersBauersLF1695???,1651,219,558,36,13,0.207,0.117112299,0.298395722,0.026203209,0.734693878,Sheet1
1695DickD SchofieldSchofieldSS1695???,4299,446,684,120,41,0.23,0.093993678,0.144151739,0.033930453,0.745341615,Sheet1
1695EarlE WebbWebbRF1695???,2161,260,202,8,4,0.306,0.107393639,0.083436596,0.004956629,0.666666667,Sheet1
1695MiguelM RojasRojas2B1695???,3723,261,503,64,23,0.259,0.065512048,0.12625502,0.021837349,0.735632184,Sheet1
1695RayR MuellerMuellerC1695???,2911,250,322,14,0,0.252,0.079088896,0.101866498,0.004428978,1,Sheet1
1695ChasC McCormickMcCormickLF1695???,1385,137,429,37,16,0.247,0.090013141,0.281865966,0.034822602,0.698113208,Sheet1
1695RexR HudlerHudler2B1695???,1767,77,325,106,43,0.261,0.04175705,0.176247289,0.080802603,0.711409396,Sheet1
1695NolanN ReimoldReimoldLF1695???,1378,150,356,18,7,0.246,0.098167539,0.232984293,0.016361257,0.72,Sheet1
1695ManuelM MargotMargotRF1695???,2946,218,567,96,39,0.254,0.068900126,0.17920354,0.042667509,0.711111111,Sheet1
1695JakeJ DaubertDaubert1B1695???,7673,623,489,251,78,0.303,0.075096432,0.058944069,0.039657666,0.762917933,Sheet1
1695RickR ManningManningCF1695???,5248,471,616,168,78,0.257,0.082357055,0.107711138,0.043014513,0.682926829,Sheet1
1695YorvitY TorrealbaTorrealbaC1695???,2875,222,544,19,17,0.256,0.071682273,0.175653859,0.011624152,0.527777778,Sheet1
1695TomT LampkinLampkinC1695???,1796,193,286,23,17,0.235,0.097033685,0.14379085,0.020110608,0.575,Sheet1
1695BarryB BonnellBonnellLF1695???,3068,229,387,64,39,0.272,0.069457082,0.117379436,0.031240522,0.621359223,Sheet1
1695DickD WakefieldWakefieldLF1695???,2132,360,270,10,17,0.293,0.144462279,0.108346709,0.010834671,0.37037037,Sheet1
1695JohnJ MayberryMayberryCF1695???,1386,119,351,15,7,0.235,0.079069767,0.233222591,0.01461794,0.681818182,Sheet1
1723HerbertH PerryPerry3B1723???,1696,128,291,12,8,0.272,0.070175439,0.159539474,0.010964912,0.6,Sheet1
1723ChicoC CarrasquelCarrasquelSS1723???,4644,491,467,31,28,0.258,0.095618306,0.090944499,0.011489776,0.525423729,Sheet1
1723GaryG AlexanderAlexanderC1723???,1276,154,381,8,12,0.23,0.107692308,0.266433566,0.013986014,0.4,Sheet1
1723RobertoR P?rezP?rezC1723???,1520,192,527,2,1,0.207,0.112149533,0.307827103,0.001752336,0.666666667,Sheet1
1723RyanR GarkoGarko1B1723???,1552,125,272,0,1,0.275,0.074537865,0.162194395,0.000596303,0,Sheet1
1723JuniorJ FelixFelixRF1723???,2132,158,509,49,40,0.264,0.068995633,0.222270742,0.038864629,0.550561798,Sheet1
1723LaMonteL Wade Jr.Wade1B1723???,1617,239,401,13,4,0.236,0.128771552,0.216056034,0.009159483,0.764705882,Sheet1
1723DickD SislerSisler1B1723???,2606,226,253,6,3,0.276,0.07980226,0.089336158,0.003177966,0.666666667,Sheet1
1723ZachZ NetoNetoSS1723???,1279,87,345,58,20,0.25,0.063689605,0.252562225,0.057101025,0.743589744,Sheet1
1723Andr?sA Gim?nezGim?nez2B1723???,2187,130,451,111,16,0.256,0.056107035,0.194648252,0.054812257,0.874015748,Sheet1
1723ClayC DalrympleDalrympleC1723???,3042,387,403,3,13,0.233,0.112860892,0.117526976,0.004666083,0.1875,Sheet1
1723ChrisC WidgerWidgerC1723???,1826,141,384,10,9,0.238,0.071682766,0.195221149,0.00965938,0.526315789,Sheet1
1723GeneG AlleyAlleySS1723???,3927,300,622,63,30,0.254,0.070972321,0.147149278,0.022001419,0.677419355,Sheet1
1723JohnJ JasoJasoC1723???,2224,319,412,16,10,0.258,0.125442391,0.16201337,0.010224145,0.615384615,Sheet1
1723ChrisC DuncanDuncanRF1723???,1147,160,316,4,3,0.257,0.122417751,0.241775057,0.005355777,0.571428571,Sheet1
1723RickyR JordanJordan1B1723???,2104,77,303,10,6,0.281,0.035304906,0.138927098,0.007336084,0.625,Sheet1
1723VicV SaierSaier1B1723???,2948,378,369,121,26,0.263,0.11365003,0.110944077,0.044197234,0.823129252,Sheet1
1723DesmondD JenningsJenningsCF1723???,2076,219,481,95,27,0.245,0.095424837,0.209586057,0.053159041,0.778688525,Sheet1
1723CarmenC CastilloCastilloRF1723???,1519,90,291,15,11,0.252,0.055935364,0.180857676,0.016159105,0.576923077,Sheet1
1744ChadC KreuterKreuterC1744???,2505,361,593,5,7,0.237,0.125959525,0.206908583,0.00418702,0.416666667,Sheet1
1744JeffJ BakerBaker2B1744???,1793,139,472,14,1,0.264,0.07194617,0.244306418,0.007763975,0.933333333,Sheet1
1744BillyB HatcherHatcherLF1744???,4339,267,476,218,87,0.264,0.057967868,0.103343465,0.066217977,0.714754098,Sheet1
1744DomonicD BrownBrownLF1744???,1591,138,317,23,7,0.246,0.079814922,0.183342973,0.01735107,0.766666667,Sheet1
1744DaveD BergmanBergman1B1744???,2679,380,347,19,14,0.258,0.124223602,0.113435763,0.010787839,0.575757576,Sheet1
1744BrettB ButlerButlerCF1744???,8180,1129,907,558,257,0.29,0.121280481,0.097432592,0.087549683,0.684662577,Sheet1
1744JoeJ JacksonJacksonLF1744???,4981,519,158,202,61,0.356,0.094363636,0.028727273,0.047818182,0.768060837,Sheet1
1744TravisT SniderSniderLF1744???,1783,167,492,22,11,0.244,0.085641026,0.252307692,0.016923077,0.666666667,Sheet1
1744LennieL. PearsonPearsonX1744???,1830,163,4,45,0,0.293,0.081786252,0.002007025,0.022579027,1,Sheet1
1744CookieC RojasRojas2B1744???,6309,396,489,74,68,0.263,0.059060403,0.072930649,0.021178225,0.521126761,Sheet1
1744DustyD RhodesRhodesLF1744???,1172,131,196,3,2,0.253,0.100537222,0.150422103,0.003837299,0.6,Sheet1
1744MarvinM BenardBenardCF1744???,2630,265,454,105,43,0.271,0.091537133,0.156822107,0.051122625,0.709459459,Sheet1
1744AlA BumbryBumbryCF1744???,5053,471,709,254,92,0.281,0.085264301,0.128349022,0.062635771,0.734104046,Sheet1
1744DamonD BufordBufordCF1744???,1853,173,430,56,35,0.242,0.085389931,0.212240869,0.044916091,0.615384615,Sheet1
1744RomanR MejiasMejiasRF1744???,1768,89,238,22,12,0.254,0.047926764,0.128163705,0.018309101,0.647058824,Sheet1
1744SteveS SaxSax2B1744???,6940,556,584,444,178,0.281,0.074172892,0.077908218,0.082977588,0.713826367,Sheet1
1744MattM DavidsonDavidsonDH1744???,1003,88,381,0,3,0.22,0.080659945,0.349220898,0.002749771,0,Sheet1
1744ChampC SummersSummersRF1744???,1371,188,244,15,13,0.255,0.120590122,0.156510584,0.017960231,0.535714286,Sheet1
1744JoseJ SiriSiriCF1744???,1107,76,433,45,13,0.207,0.064243449,0.366018597,0.049027895,0.775862069,Sheet1
1744WillieW RandolphRandolph2B1744???,8018,1243,675,271,94,0.276,0.134218767,0.072886297,0.03941259,0.742465753,Sheet1
1744FelixF JoseJoseRF1744???,2527,203,507,102,57,0.28,0.074358974,0.185714286,0.058241758,0.641509434,Sheet1
1744BabeB PhelpsPhelpsC1744???,2117,160,157,9,0,0.31,0.070267896,0.068950373,0.003952569,1,Sheet1
1766LoganL O'HoppeO'HoppeC1766???,1037,67,329,4,5,0.237,0.060688406,0.298007246,0.008152174,0.444444444,Sheet1
1766OmarO Narv?ezNarv?ezC1766???,2023,242,436,0,2,0.252,0.106843267,0.192494481,0.000883002,0,Sheet1
1766MikeM HeganHegan1B1766???,2080,311,488,28,21,0.242,0.1300711,0.204098703,0.020493517,0.571428571,Sheet1
1766CassC MichaelsMichaels2B1766???,4367,566,406,64,32,0.262,0.114737482,0.082302858,0.019460774,0.666666667,Sheet1
1766BobbyB KieltyKieltyRF1766???,1792,246,372,21,6,0.254,0.120706575,0.182531894,0.013248283,0.777777778,Sheet1
1766JustinJ RuggianoRuggianoCF1766???,1340,114,394,40,25,0.256,0.078404402,0.270976616,0.044704264,0.615384615,Sheet1
1766MarkM ParentParentC1766???,1303,98,319,3,3,0.214,0.069950036,0.227694504,0.004282655,0.5,Sheet1
1766MarvM ThroneberryThroneberry1B1766???,1186,130,295,3,4,0.237,0.098784195,0.224164134,0.005319149,0.428571429,Sheet1
1766BobbyB MorganMorgan2B1766???,2088,327,381,18,11,0.233,0.135403727,0.157763975,0.012008282,0.620689655,Sheet1
1766LuisL Garc?a Jr.Garc?a2B1766???,2082,104,370,45,21,0.269,0.04757548,0.16925892,0.030192132,0.681818182,Sheet1
1766JohnnyJ RayRay2B1766???,5188,353,329,80,49,0.29,0.063706912,0.059375564,0.023280996,0.620155039,Sheet1
1766TuckerT BarnhartBarnhartC1766???,2749,297,653,8,5,0.241,0.097504924,0.214379514,0.004267892,0.615384615,Sheet1
1766MarkM McLemoreMcLemore2B1766???,6192,875,983,272,119,0.259,0.123814914,0.139097212,0.055327579,0.695652174,Sheet1
1766JeffJ MathisMathisC1766???,2718,205,872,12,8,0.194,0.070133425,0.29832364,0.006842285,0.6,Sheet1
1766RafaelR RamirezRamirezSS1766???,5494,264,621,112,75,0.261,0.045849253,0.107849948,0.032476554,0.598930481,Sheet1
1766ChrisC CoghlanCoghlanLF1766???,2580,275,535,47,23,0.258,0.096322242,0.187390543,0.024518389,0.671428571,Sheet1
