PLAYERPLAYER,G,AB,R ,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,,,,
21001BillB TobinTobin1B21001???,38,152,15,24,1,1,0,11,4,25,--,--,0.158,--,0.178,--,0.0256410256,0.16025641,#VALUE!,#VALUE!
21001FrankF ToddToddP21001???,4,5,1,1,0,1,0,1,0,,0,--,0.2,0.2,0.6,0.8,0,0,#VALUE!,#VALUE!
21001JacksonJ ToddToddP21001???,19,17,0,1,0,0,0,0,1,8,0,0,0.059,0.111,0.059,0.17,0.0555555556,0.444444444,0,#DIV/0!
21001JimJ ToddToddP21001???,170,17,0,1,0,0,0,1,0,7,0,0,0.059,0.056,0.059,0.115,0,0.411764706,0,#DIV/0!
21001HalH ToenesToenesP21001???,3,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0.5,0,0,#DIV/0!
21001FreddieF ToliverToliverP21001???,58,18,1,2,0,0,0,0,1,5,1,0,0.111,0.2,0.111,0.311,0.0526315789,0.263157895,0.0526315789,1
21001AndyA TomasicTomasicP21001???,2,1,0,0,0,0,0,0,0,1,0,--,0,0,0,0,0,1,#VALUE!,#VALUE!
21001GeorgeG TomerTomerPH21001???,1,1,0,0,0,0,0,0,0,1,0,--,0,0,0,0,0,1,#VALUE!,#VALUE!
21001BrettB TomkoTomkoP21001???,389,455,23,71,9,0,0,29,19,180,0,1,0.156,0.189,0.176,0.365,0.0400843882,0.379746835,0.00210970464,0
21001DaveD TomlinTomlinP21001???,409,34,6,5,0,0,0,1,5,10,0,0,0.147,0.256,0.147,0.403,0.128205128,0.256410256,0,#DIV/0!
21001RandyR TomlinTomlinP21001???,107,182,13,29,2,0,0,5,7,46,0,0,0.159,0.19,0.17,0.36,0.037037037,0.243386243,0,#DIV/0!
21001ChuckC TompkinsTompkinsP21001???,1,1,0,1,0,0,0,0,0,0,0,--,1,1,1,2,0,0,#VALUE!,#VALUE!
21001RonR TompkinsTompkinsP21001???,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21001TommyT TomsTomsP21001???,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001DocD TonkinTonkinP21001???,1,2,1,2,0,0,0,0,0,,0,--,1,1,1,2,0,0,#VALUE!,#VALUE!
21001TonyT TonnemanTonnemanC21001???,2,5,0,1,1,0,0,3,1,,0,--,0.2,0.333,0.4,0.733,0.166666667,0,#VALUE!,#VALUE!
21001RupeR ToppinToppinP21001???,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,#DIV/0!
21001RedR TorkelsonTorkelsonP21001???,4,9,0,2,0,0,0,1,0,2,0,--,0.222,0.222,0.222,0.444,0,0.222222222,#VALUE!,#VALUE!
21001RedR TorphyTorphy1B21001???,3,15,1,3,2,0,0,2,0,1,0,0,0.2,0.2,0.333,0.533,0,0.0666666667,0,#DIV/0!
21001PabloP TorrealbaTorrealbaP21001???,83,5,0,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0.2,0,#DIV/0!
21001AngelA TorresTorresP21001???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001GilG TorresTorresSS21001???,345,1271,99,320,40,11,0,119,53,65,20,13,0.252,0.282,0.301,0.583,0.0400302115,0.0490936556,0.0249244713,0.606060606
21001RicardoR TorresTorresC21001???,22,37,8,11,1,0,0,3,2,6,0,0,0.297,0.333,0.324,0.657,0.0512820513,0.153846154,0,#DIV/0!
21001SalomonS TorresTorresP21001???,471,103,5,15,1,1,0,1,2,46,0,0,0.146,0.17,0.175,0.345,0.019047619,0.438095238,0,#DIV/0!
21005ChadC GirodoGirodoP21005???,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ZackZ GodleyGodleyP21005???,131,141,6,11,0,0,0,5,9,81,0,0,0.078,0.133,0.078,0.211,0.06,0.54,0,#DIV/0!
21005ChadC GreenGreenP21005???,382,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,#DIV/0!
21005DonnieD HartHartP21005???,98,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
21005SteveS HathawayHathawayP21005???,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KevinK HergetHergetP21005???,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005GriffinG JaxJaxP21005???,276,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
21005MarkM Leiter Jr.LeiterP21005???,182,28,0,2,0,0,0,0,0,14,0,0,0.071,0.071,0.071,0.142,0,0.5,0,#DIV/0!
21005KyleK LloydLloydP21005???,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005HarrisonH MusgraveMusgraveP21005???,45,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,#DIV/0!
21005AustinA PruittPruittP21005???,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005TylerT RogersRogersP21005???,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005LayneL SomsenSomsenP21005???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005T.J.T ZeuchZeuchP21005???,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ZacZ ReiningerReiningerP21005???,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TylerT WebbWebbP21005???,132,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005V?ctorV AranoAranoP21005???,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TroyT ScribnerScribnerP21005???,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005AndersonA SeverinoSeverinoP21005???,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005SandyS AlcantaraAlcantaraP21005???,172,128,2,7,2,0,0,4,5,99,0,0,0.055,0.104,0.07,0.174,0.037593985,0.744360902,0,#DIV/0!
21005AliA S?nchezS?nchezC21005???,47,119,7,22,6,0,0,4,5,32,2,1,0.185,0.222,0.235,0.457,0.0403225806,0.258064516,0.0241935484,0.666666667
21005Miguel AlfredoM GonzalezGonzalezP21005???,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ZachZ PopPopP21005???,163,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005MichaelM SorokaSorokaP21005???,44,60,2,5,0,0,0,3,2,23,0,0,0.083,0.141,0.083,0.224,0.0322580645,0.370967742,0,#DIV/0!
21005DalierD HinojosaHinojosaP21005???,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005Lu?sL MaderoMaderoP21005???,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005DarwinzonD Hern?ndezHern?ndezP21005???,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005J.C.J Mej?aMej?aP21005???,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005BryanB AbreuAbreuP21005???,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MichaelM KingKingP21005???,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005AaronA CivaleCivaleP21005???,76,3,0,0,0,0,0,0,1,2,0,0,0,0.25,0,0.25,0.25,0.5,0,#DIV/0!
21005HumbertoH Mej?aMej?aP21005???,5,7,1,1,1,0,0,0,0,2,0,0,0.143,0.143,0.286,0.429,0,0.285714286,0,#DIV/0!
21005Jos?J QuijadaQuijadaP21005???,142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005LuisL EscobarEscobarP21005???,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005EdgarE SantanaSantanaP21005???,129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005G?nesisG CabreraCabreraP21005???,273,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,#DIV/0!
21005DiegoD CastilloCastilloP21005???,258,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005CristopherC S?nchezS?nchezP21005???,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MarcosM Dipl?nDipl?nP21005???,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005DanielD DuarteDuarteP21005???,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ManuelM Rodr?guezRodr?guezP21005???,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005AlbertA AbreuAbreuP21005???,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005DanD AltavillaAltavillaP21005???,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005CharlieC BarnesBarnesP21005???,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005JalenJ BeeksBeeksP21005???,175,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.6,0,#DIV/0!
21005BrandonB BielakBielakP21005???,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JakeJ BirdBirdP21005???,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JeffJ BrighamBrighamP21005???,53,4,1,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0.5,0,#DIV/0!
21005J.B.J BukauskasBukauskasP21005???,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005GriffinG CanningCanningP21005???,101,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005DrewD CarltonCarltonP21005???,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005DylanD CeaseCeaseP21005???,123,8,1,3,1,0,0,0,0,3,0,0,0.375,0.375,0.5,0.875,0,0.375,0,#DIV/0!
21005SamS CoonrodCoonrodP21005???,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005TuckerT DavidsonDavidsonP21005???,9,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,#DIV/0!
21005AustinA DavisDavisP21005???,134,3,0,0,0,0,0,0,1,3,0,0,0,0.25,0,0.25,0.25,0.75,0,#DIV/0!
21005GregG DeichmannDeichmannOF21005???,14,30,0,4,0,0,0,1,1,14,0,0,0.133,0.161,0.133,0.294,0.0322580645,0.451612903,0,#DIV/0!
21005J.P.J FeyereisenFeyereisenP21005???,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TylerT GilbertGilbertP21005???,28,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
21005LucasL GilbreathGilbreathP21005???,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KevinK GinkelGinkelP21005???,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TaylorT GushueGushueC21005???,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,#DIV/0!
21005SamS HentgesHentgesP21005???,168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005JeffJ HoffmanHoffmanP21005???,195,77,4,10,1,0,0,3,0,31,0,0,0.13,0.13,0.143,0.273,0,0.402597403,0,#DIV/0!
21005JonathanJ HolderHolderP21005???,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JordanJ HollowayHollowayP21005???,15,10,0,1,0,0,0,0,0,6,0,0,0.1,0.1,0.1,0.2,0,0.6,0,#DIV/0!
21005TannerT HouckHouckP21005???,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ScottS HurstHurstOF21005???,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,#DIV/0!
21005AndreA JacksonJacksonP21005???,14,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,#DIV/0!
21005MitchM KellerKellerP21005???,161,38,2,3,0,0,0,0,2,17,0,0,0.079,0.125,0.079,0.204,0.05,0.425,0,#DIV/0!
21005GabeG KlobositsKlobositsP21005???,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MichaelM KopechKopechP21005???,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005AlexA LangeLangeP21005???,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JacobJ LatzLatzP21005???,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BrettB MartinMartinP21005???,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005CorbinCo MartinMartinP21005???,12,4,0,1,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,0,0.75,0,#DIV/0!
21005AlexA McRaeMcRaeP21005???,15,8,0,2,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,0,0.375,0,#DIV/0!
21005TrevorT MegillMegillP21005???,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TylorT MegillMegillP21005???,88,28,1,6,3,0,0,0,1,17,0,0,0.214,0.241,0.321,0.562,0.0344827586,0.586206897,0,#DIV/0!
21005BenB MeyerMeyerP21005???,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005JordanJ MontgomeryMontgomeryP21005???,98,7,0,0,0,0,0,0,2,6,0,0,0,0.222,0,0.222,0.222222222,0.666666667,0,#DIV/0!
21005SeanS NewcombNewcombP21005???,144,81,4,3,1,0,0,1,3,57,0,0,0.037,0.071,0.049,0.12,0.0357142857,0.678571429,0,#DIV/0!
21005JacobJ NixNixP21005???,9,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0.733333333,0,#DIV/0!
21005JamesJ NorwoodNorwoodP21005???,28,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,#DIV/0!
21005ConnorC OvertonOvertonP21005???,9,1,1,1,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,#DIV/0!
21005KevinK PadloPadlo3B21005???,26,54,2,6,3,0,0,3,3,19,0,0,0.111,0.158,0.167,0.325,0.0526315789,0.333333333,0,#DIV/0!
21005DavidD PetersonPetersonP21005???,127,16,2,1,1,0,0,0,0,10,0,0,0.063,0.118,0.125,0.243,0,0.625,0,#DIV/0!
21005DrewD RasmussenRasmussenP21005???,124,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0.25,0,#DIV/0!
21005SeanS Reid-FoleyReid-FoleyP21005???,71,4,0,0,0,0,0,0,2,4,0,0,0,0.333,0,0.333,0.333333333,0.666666667,0,#DIV/0!
21005TannerTan ScottScottP21005???,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JustusJ SheffieldSheffieldP21005???,45,4,0,1,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,0,0.75,0,#DIV/0!
21005ChadC SobotkaSobotkaP21005???,50,3,0,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.666,0,0.666666667,0,#DIV/0!
21005PeterP SolomonSolomonP21005???,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BennettB SousaSousaP21005???,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JustinJ SteeleSteeleP21005???,102,13,3,2,0,0,0,0,0,4,0,0,0.154,0.154,0.154,0.308,0,0.307692308,0,#DIV/0!
21005TroyT StokesStokesLF21005???,8,18,2,2,1,0,0,2,1,5,1,0,0.111,0.2,0.167,0.367,0.0526315789,0.263157895,0.0526315789,1
21005ErikE SwansonSwansonP21005???,126,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005JoshJ TaylorTaylorP21005???,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RyanR ThompsonThompsonP21005???,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ToukiT ToussaintToussaintP21005???,50,34,2,1,0,0,0,0,2,21,0,0,0.029,0.083,0.029,0.112,0.0555555556,0.583333333,0,#DIV/0!
21005JacobJ WebbWebbP21005???,163,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,#DIV/0!
21005AustenA WilliamsWilliamsP21005???,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MarcusM WilsonWilsonCF21005???,3,5,1,1,0,0,0,0,1,4,0,0,0.2,0.333,0.2,0.533,0.166666667,0.666666667,0,#DIV/0!
21005KyleK WrightWrightP21005???,60,9,1,1,1,0,0,0,0,5,0,0,0.111,0.111,0.222,0.333,0,0.555555556,0,#DIV/0!
21005JordanJ YamamotoYamamotoP21005???,22,23,0,2,0,0,0,1,1,10,0,0,0.087,0.125,0.087,0.212,0.0416666667,0.416666667,0,#DIV/0!
21005MarkM ZagunisZagunisRF21005???,42,55,2,11,4,0,0,7,9,23,2,0,0.2,0.313,0.273,0.586,0.140625,0.359375,0.03125,1
21005ZacZ CurtisCurtisP21005???,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JakeJ JewellJewellP21005???,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005JulianJ MerryweatherMerryweatherP21005???,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BrianB O'KeefeO'KeefeC21005???,10,22,0,3,2,0,0,2,3,9,0,0,0.136,0.24,0.227,0.467,0.12,0.36,0,#DIV/0!
21005ClarkeC SchmidtSchmidtP21005???,97,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,0.5,0,#DIV/0!
21005MikeM BaumannBaumannP21005???,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BrennanB BernardinoBernardinoP21005???,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JohnJ BormannBormannC21005???,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005MontanaM DuRapauDuRapauP21005???,14,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0.5,0,#DIV/0!
21005CalebC FergusonFergusonP21005???,202,7,1,2,1,0,0,0,0,3,0,0,0.286,0.286,0.429,0.715,0,0.428571429,0,#DIV/0!
21005TrevorT HildenbergerHildenbergerP21005???,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TimT HillHillP21005???,320,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005JoshJ JamesJamesP21005???,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BraxtonB LeeLeeLF21005???,8,17,0,3,0,0,0,2,1,8,0,0,0.176,0.222,0.176,0.398,0.0555555556,0.444444444,0,#DIV/0!
21005GregG MahleMahleP21005???,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KyleK McGrathMcGrathP21005???,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005JoeJ RyanRyanP21005???,110,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ConnorC SeaboldSeaboldP21005???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JerryG VastoVastoP21005???,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005EdgarE Garc?aGarc?aP21005???,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005AdonisA MedinaMedinaP21005???,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005JuniorJun Fern?ndezFern?ndezP21005???,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005PedroP AvilaAvilaP21005???,72,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005DinelsonD LametLametP21005???,82,62,1,6,0,0,0,0,1,39,0,0,0.097,0.111,0.097,0.208,0.0158730159,0.619047619,0,#DIV/0!
21005ShintaroS FujinamiFujinamiP21005???,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005Hyeon-JongH YangYangP21005???,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JorgeJ Guzm?nGuzm?nP21005???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005YennsyY D?azD?azP21005???,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005YonnyY Hern?ndezHern?ndezSS21005???,69,189,22,36,6,0,0,10,21,44,13,2,0.19,0.286,0.222,0.508,0.1,0.20952381,0.0714285714,0.866666667
21005SandroS FabianFabianOF21005???,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005Jos?J SuarezSuarezP21005???,99,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
21005YerryY De los SantosDe los SantosP21005???,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BrusdarB GraterolGraterolP21005???,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005LeoL RivasRivas2B21005???,73,133,24,34,2,1,0,12,22,39,7,0,0.256,0.369,0.286,0.655,0.141935484,0.251612903,0.0451612903,1
21005EnyelE De Los SantosDe Los SantosP21005???,171,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,#DIV/0!
21005Jes?sJe ReyesReyesP21005???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JorgeJ AlcalaAlcalaP21005???,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005YoanY LopezL?pezP21005???,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005VladimirV GutierrezGutierrezP21005???,32,33,3,3,0,0,0,1,2,14,0,0,0.091,0.143,0.091,0.234,0.0571428571,0.4,0,#DIV/0!
21005OliverO OrtegaOrtegaP21005???,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JhoanJ DuranDuranP21005???,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005EmmanuelE ClaseClaseP21005???,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MauricioM LloveraLloveraP21005???,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005SethS MartinezMartinezP21005???,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005Andr?sA Mu?ozMu?ozP21005???,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001FrankF VerdiVerdiSS21001???,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001TommyT VerekerVerekerP21001???,2,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
21001DaveD VeresVeresP21001???,605,27,1,7,1,0,0,1,1,12,0,0,0.259,0.286,0.296,0.582,0.0357142857,0.428571429,0,#DIV/0!
21001RandyR VeresVeresP21001???,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21001JohnJ VerhoevenVerhoevenP21001???,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001JoeJ VernonVernonP21001???,1,3,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,#VALUE!,#VALUE!
