PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
227GeorgeG BellBellLF227???,6123,331,771,67,36,0.278,0.051286024,0.1194608,0.015959095,0.650485437,csv
229BobbyB ThomsonThomsonCF229???,6305,559,804,38,20,0.27,0.081439394,0.117132867,0.008449883,0.655172414,csv
230Jos?J AbreuAbreu1B230???,5607,432,1246,11,6,0.283,0.071535022,0.206325551,0.002815036,0.647058824,csv
231DannyD TartabullTartabullOF231???,5011,768,1362,37,30,0.273,0.132894965,0.235680914,0.011593701,0.552238806,csv
232TimT WallachWallach3B232???,8099,649,1307,51,66,0.257,0.074188386,0.149405578,0.013374486,0.435897436,csv
232JavyJ LopezLopezC232???,5319,357,969,8,19,0.287,0.062896406,0.170718816,0.004756871,0.296296296,csv
232EricE ChavezChavez3B232???,5518,639,1079,50,17,0.268,0.103784311,0.175247686,0.010881923,0.746268657,csv
232RoyR CampanellaCampanellaC232???,5053,609,501,39,15,0.282,0.107559166,0.088484634,0.009537266,0.722222222,csv
232DerekD JeterJeterSS232???,11195,1082,1840,358,97,0.31,0.08813228,0.149873748,0.037061171,0.786813187,csv
237ChaseC UtleyUtley2B237???,6857,724,1193,154,22,0.275,0.095501913,0.157367102,0.023215935,0.875,csv
238IanI KinslerKinsler2B238???,7423,693,1046,243,74,0.269,0.08538689,0.128881222,0.03905865,0.766561514,csv
239LarryL ParrishParrish3B239???,6792,529,1359,30,36,0.263,0.072257888,0.185630378,0.009015162,0.454545455,csv
239BobB AllisonAllisonRF239???,5032,795,1033,84,50,0.255,0.136433842,0.177278188,0.022996396,0.626865672,csv
239VadaV PinsonPinsonCF239???,9645,574,1196,305,122,0.286,0.05616988,0.117036892,0.04178491,0.714285714,csv
242JohnJ MayberryMayberry1B242???,5447,881,810,20,15,0.253,0.139222503,0.128002528,0.005530973,0.571428571,csv
242JohnJ OlerudOlerud1B242???,7592,1275,1016,11,14,0.295,0.143791587,0.114582159,0.002819443,0.44,csv
242KirkK GibsonGibsonLF242???,5798,718,1285,284,78,0.268,0.110190301,0.197206875,0.055555556,0.784530387,csv
242AdamA LaRocheLaRoche1B242???,5593,649,1407,13,11,0.26,0.103973086,0.225408523,0.003844921,0.541666667,csv
242PeteP AlonsoAlonso1B242???,3642,411,950,18,4,0.251,0.101406366,0.234394276,0.005428078,0.818181818,csv
247AndreA ThorntonThorntonDH247???,5291,876,851,48,37,0.254,0.142046376,0.137992541,0.013783039,0.564705882,csv
247JoeJ GordonGordon2B247???,5707,759,702,89,60,0.268,0.117383235,0.108567894,0.023043613,0.597315436,csv
247ToddT ZeileZeile3B247???,7573,945,1279,53,51,0.265,0.110941536,0.150152618,0.012209439,0.509615385,csv
247MarcusM SemienSemien2B247???,6365,631,1305,139,40,0.253,0.090194397,0.186535163,0.025586049,0.776536313,csv
251JoeJ TorreTorreC251???,7874,779,1094,23,29,0.297,0.09002658,0.12643014,0.006009476,0.442307692,csv
251BobbyB MurcerMurcerRF251???,6730,862,841,127,75,0.277,0.113540569,0.110774499,0.026606955,0.628712871,csv
251BretB BooneBoone2B251???,6683,552,1295,94,53,0.266,0.076295784,0.178991016,0.020317899,0.639455782,csv
254TonyT ArmasArmasCF254???,5164,260,1201,18,20,0.252,0.047935103,0.221423304,0.0070059,0.473684211,csv
254RobinR YountYountSS254???,11008,966,1350,271,105,0.285,0.080674795,0.112744279,0.03140137,0.720744681,csv
254TonyT ClarkClark1B254???,4532,527,1209,6,9,0.262,0.104170785,0.238980036,0.002965013,0.4,csv
254JoseJ AltuveAltuveLF254???,7787,647,1119,324,96,0.304,0.076713303,0.132677259,0.049798435,0.771428571,csv
254CyC WilliamsWilliamsOF254???,6780,690,721,115,82,0.292,0.092369478,0.096519411,0.026372155,0.583756345,csv
259JoseJ ValentinValentinSS259???,5539,630,1294,136,56,0.243,0.102123521,0.20975847,0.031123359,0.708333333,csv
259NickN CastellanosCastellanosRF259???,6349,426,1594,42,22,0.272,0.062878229,0.235276753,0.009446494,0.65625,csv
261TedT SimmonsSimmonsC261???,8680,855,694,21,33,0.285,0.089669638,0.072784478,0.005663346,0.388888889,csv
261GooseG GoslinGoslinLF261???,8656,949,585,175,89,0.316,0.098802707,0.060905778,0.027485685,0.662878788,csv
263JustinJ MorneauMorneau1B263???,5699,573,988,5,10,0.281,0.091358418,0.15752551,0.002391582,0.333333333,csv
263VernV StephensStephensSS263???,6497,692,685,25,22,0.286,0.096258172,0.095284462,0.006537766,0.531914894,csv
265KenK SingletonSingletonOF265???,7189,1263,1246,21,36,0.282,0.149432087,0.147420729,0.006743966,0.368421053,csv
265VictorV MartinezMartinezDH265???,7297,730,891,7,7,0.295,0.090943067,0.111000374,0.001744114,0.5,csv
267NickN SwisherSwisherRF267???,5369,817,1373,13,15,0.249,0.132072422,0.221952797,0.00452635,0.464285714,csv
267MickeyM TettletonTettletonC267???,4698,949,1307,23,29,0.241,0.168053834,0.231450328,0.009208429,0.442307692,csv
267DeronD JohnsonJohnson1B267???,5941,584,1318,11,18,0.244,0.089501916,0.201992337,0.004444444,0.379310345,csv
270LouL WhitakerWhitaker2B270???,8570,1197,1099,143,75,0.276,0.122555544,0.112521757,0.022320057,0.655963303,csv
270HunterH PencePenceRF270???,6420,520,1335,120,55,0.279,0.074927954,0.192363112,0.025216138,0.685714286,csv
270HackH WilsonWilsonOF270???,4760,674,713,52,5,0.307,0.124033861,0.131210894,0.01048951,0.912280702,csv
273SalS BandoBando3B273???,7061,1031,924,75,46,0.254,0.127409787,0.114186851,0.01495304,0.619834711,csv
273DustyJ Baker Jr.BakerLF273???,7117,762,926,137,73,0.278,0.096712781,0.117527605,0.026653129,0.652380952,csv
273WallyW BergerBergerCF273???,5163,435,693,36,,0.3,0.077706324,0.123794212,,,csv
273AubreyA HuffHuff1B273???,6104,571,907,37,25,0.278,0.085543071,0.13588015,0.00928839,0.596774194,csv
273DavidD WrightWright3B273???,5998,762,1292,196,65,0.296,0.112721893,0.19112426,0.038609467,0.750957854,csv
273J.D.J DrewDrewRF273???,5173,862,1137,87,37,0.278,0.142833471,0.188400994,0.02054681,0.701612903,csv
273KyleK SeagerSeager3B273???,5561,533,1120,55,27,0.251,0.087463078,0.183787332,0.013455858,0.670731707,csv
280CecilC CooperCooper1B280???,7349,448,911,89,49,0.298,0.057457997,0.11683981,0.017699115,0.644927536,csv
280RickR MondayMondayCF280???,6136,924,1513,98,91,0.264,0.130878187,0.214305949,0.026770538,0.518518519,csv
280JesseJ BarfieldBarfieldRF280???,4759,551,1234,66,47,0.256,0.103766478,0.232391714,0.021280603,0.584070796,csv
283JeffJ BurroughsBurroughsRF283???,5536,831,1135,16,22,0.261,0.130516727,0.178262918,0.005968274,0.421052632,csv
283RobertoR ClementeClementeRF283???,9454,621,1230,83,46,0.317,0.061637717,0.122084367,0.01280397,0.643410853,csv
285DolphD CamilliCamilli1B285???,5353,947,961,60,0,0.277,0.15031746,0.152539683,0.00952381,1,csv
285KenK CaminitiCaminiti3B285???,6288,727,1163,88,39,0.272,0.103635068,0.165787598,0.018104063,0.692913386,csv
287RayR LankfordLankfordCF287???,5747,828,1550,258,117,0.272,0.125931559,0.235741445,0.057034221,0.688,csv
287EarlE AverillAverillCF287???,6353,774,518,70,57,0.318,0.108601094,0.072681353,0.017819559,0.551181102,csv
289DougD DeCincesDeCinces3B289???,5809,618,904,58,47,0.259,0.096156838,0.140656605,0.016337327,0.552380952,csv
289GusG ZernialZernialLF289???,4131,383,755,15,7,0.265,0.084847142,0.167257421,0.004873726,0.681818182,csv
291GabbyG HartnettHartnettC291???,6432,703,697,28,7,0.297,0.098528381,0.097687456,0.004905396,0.8,csv
292BenB OglivieOglivieLF292???,5913,560,852,87,70,0.273,0.086513209,0.131623668,0.024254596,0.554140127,csv
292DanD UgglaUggla2B292???,4759,626,1341,26,21,0.241,0.116248839,0.24902507,0.008727948,0.553191489,csv
292BillB NicholsonNicholsonRF292???,5546,800,828,27,1,0.268,0.126063662,0.13047589,0.004412228,0.964285714,csv
292JohnnyJ DamonDamonCF292???,9736,1003,1257,408,103,0.284,0.093397896,0.117050005,0.047583574,0.798434442,csv
296KevinK MitchellMitchellLF296???,4134,491,719,30,31,0.284,0.106162162,0.155459459,0.013189189,0.491803279,csv
296GaryG MatthewsMatthewsLF296???,7147,940,1125,183,74,0.281,0.116235934,0.139112155,0.031779399,0.712062257,csv
296CarlosC Gonz?lezGonz?lezRF296???,5033,448,1240,122,33,0.285,0.081736909,0.226236088,0.028279511,0.787096774,csv
296PaulP MolitorMolitorDH296???,10835,1094,1244,504,131,0.306,0.09170928,0.104283678,0.05323162,0.793700787,csv
300CliffC FloydFloydLF300???,5318,601,1064,148,43,0.278,0.101537422,0.179760095,0.032268964,0.77486911,csv
300JuanJ SotoSotoRF300???,3743,876,808,78,25,0.281,0.18965144,0.174929638,0.022299199,0.757281553,csv
302JimmyJ RollinsRollinsSS302???,9294,813,1264,470,105,0.264,0.080439299,0.125061838,0.056891263,0.817391304,csv
303ChristianC YelichYelichLF303???,6015,825,1526,220,41,0.286,0.120614035,0.223099415,0.038157895,0.842911877,csv
303RobR DeerDeerRF303???,3881,575,1409,43,31,0.22,0.129039497,0.316202873,0.016606822,0.581081081,csv
305NomarN GarciaparraGarciaparraSS305???,5586,403,554,95,31,0.313,0.067290032,0.092502922,0.021038571,0.753968254,csv
305JaysonJ WerthWerthRF305???,5484,764,1450,132,23,0.267,0.122279129,0.232074264,0.024807939,0.851612903,csv
307DickD StuartStuart1B307???,3997,301,957,2,7,0.264,0.070032573,0.222661703,0.002093997,0.222222222,csv
307HalH TroskyTrosky1B307???,5161,545,440,28,23,0.302,0.095513495,0.077111812,0.00893796,0.549019608,csv
307HowardH JohnsonJohnson3B307???,4940,692,1053,231,77,0.249,0.122869318,0.18696733,0.0546875,0.75,csv
310CharlieC BlackmonBlackmonCF310???,6165,485,1142,148,59,0.293,0.072932331,0.171729323,0.03112782,0.714975845,csv
310MarquisM GrissomGrissomCF310???,8275,553,1240,429,116,0.272,0.062641595,0.140462166,0.061735387,0.787155963,csv
312JohnnyJ CallisonCallisonRF312???,6652,650,1064,74,51,0.264,0.089016708,0.145713503,0.017118598,0.592,csv
313RafaelR DeversDeversDH313???,4295,449,1047,33,19,0.276,0.094645868,0.220699831,0.010961214,0.634615385,csv
313TroyT TulowitzkiTulowitzkiSS313???,4804,511,900,57,32,0.29,0.096142992,0.169332079,0.016745061,0.640449438,csv
315BobbyB GrichGrich2B315???,6890,1087,1278,104,83,0.266,0.136266767,0.160210605,0.023442397,0.556149733,csv
316TravisT FrymanFryman3B316???,6481,602,1369,72,38,0.274,0.084992235,0.193279684,0.015530143,0.654545455,csv
316BobbyB DoerrDoerr2B316???,7093,809,608,54,64,0.288,0.102379145,0.076942546,0.014932928,0.457627119,csv
316MikeM LowellLowell3B316???,5813,548,817,30,14,0.279,0.086149976,0.128438925,0.006917151,0.681818182,csv
319JasonJ BayBayLF319???,4505,636,1216,95,17,0.266,0.12371134,0.236529858,0.021785645,0.848214286,csv
319DonD MattinglyMattingly1B319???,7003,588,444,14,9,0.307,0.07746015,0.058490317,0.003029904,0.608695652,csv
321GeoffG JenkinsJenkinsLF321???,4700,418,1186,32,14,0.275,0.081672528,0.231731145,0.008987886,0.695652174,csv
321TonyT BatistaBatista3B321???,4568,287,790,47,26,0.251,0.059114315,0.162718847,0.015036045,0.643835616,csv
321KhrisK DavisDavisLF321???,3394,328,1017,18,5,0.242,0.088124664,0.273240193,0.006179473,0.782608696,csv
324CodyC BellingerBellingerLF324???,4115,451,933,102,24,0.261,0.098773544,0.204336399,0.027595269,0.80952381,csv
324TonyT OlivaOlivaRF324???,6301,448,645,86,55,0.304,0.066380204,0.095569714,0.020891984,0.609929078,csv
324CoreyC SeagerSeagerSS324???,4342,472,875,21,8,0.288,0.098047362,0.181761529,0.006024096,0.724137931,csv
327AlA OliverOliverCF327???,9049,535,756,84,64,0.303,0.055822204,0.078881469,0.015442404,0.567567568,csv
327JimJ BottomleyBottomley1B327???,7471,664,591,58,15,0.31,0.081622618,0.072649047,0.008973571,0.794520548,csv
327JoeJ PepitonePepitone1B327???,5097,302,526,41,32,0.258,0.055936284,0.097425449,0.013521022,0.561643836,csv
330Shin-SooS ChooChooRF330???,6087,868,1579,157,55,0.275,0.124802301,0.227030913,0.030481668,0.740566038,csv
330MarkM TrumboTrumbo1B330???,4085,299,1097,23,14,0.249,0.068202555,0.250228102,0.008439781,0.621621622,csv
330ToddT FrazierFrazier3B330???,4392,438,1085,73,38,0.241,0.09068323,0.224637681,0.022981366,0.657657658,csv
330BobB HornerHorner3B330???,3777,369,512,14,18,0.277,0.089001447,0.123492523,0.007718283,0.4375,csv
334BenitoB SantiagoSantiagoC334???,6951,430,1270,91,69,0.263,0.058257689,0.172063406,0.02167728,0.56875,csv
335PedroP GuerreroGuerrero1B335???,5392,609,862,97,47,0.3,0.101483086,0.143642726,0.023996001,0.673611111,csv
335ChetC LemonLemonCF335???,6868,749,1024,58,76,0.273,0.098332677,0.13443613,0.017592228,0.432835821,csv
335RonR FairlyFairly1B335???,7184,1052,877,35,33,0.266,0.127731909,0.10648373,0.008256435,0.514705882,csv
335MikeM MoustakasMoustakas3B335???,5060,399,968,21,10,0.247,0.07309031,0.177321854,0.005678696,0.677419355,csv
335MikeM SweeneySweeney1B335???,5188,522,613,53,25,0.297,0.091418564,0.107355517,0.013660245,0.679487179,csv
335JocJ PedersonPederson1B335???,3874,523,1066,31,27,0.237,0.118944735,0.242438026,0.013190812,0.534482759,csv
341JoseJ GuillenGuillenRF341???,5888,321,1103,31,26,0.27,0.051699146,0.177645354,0.009180222,0.543859649,csv
341JeffJ ConineConine1B341???,6957,671,1168,54,29,0.285,0.087965391,0.153120084,0.010880965,0.65060241,csv
343KendrysK MoralesMoralesDH343???,4856,417,978,6,15,0.265,0.079082116,0.185473165,0.003982553,0.285714286,csv
343TravisT HafnerHafnerDH343???,4058,598,976,11,7,0.273,0.128436426,0.209621993,0.003865979,0.611111111,csv
343TeoscarT Hern?ndezHern?ndezRF343???,3950,297,1255,59,25,0.261,0.069931717,0.295502708,0.019778667,0.702380952,csv
343AndyA PafkoPafkoCF343???,6292,561,477,38,13,0.285,0.081861958,0.069604553,0.007441996,0.745098039,csv
347MaxM MuncyMuncy3B347???,3259,600,959,18,4,0.23,0.155480694,0.248509977,0.005700959,0.818181818,csv
348BrandonB PhillipsPhillips2B348???,7378,420,1092,209,84,0.275,0.053859964,0.140035907,0.037573737,0.71331058,csv
348RandalR GrichukGrichukRF348???,4453,272,1183,27,19,0.251,0.057566138,0.25037037,0.00973545,0.586956522,csv
348KevinK McReynoldsMcReynoldsLF348???,5423,522,707,93,32,0.265,0.087804878,0.118923465,0.021026072,0.744,csv
348RandalR GrichukGrichukRF348???,4453,272,1183,27,19,0.251,0.057566138,0.25037037,0.00973545,0.586956522,csv
348KevinK McReynoldsMcReynoldsLF348???,5423,522,707,93,32,0.265,0.087804878,0.118923465,0.021026072,0.744,csv
353RicoR PetrocelliPetrocelliSS353???,5390,661,926,10,22,0.251,0.109238142,0.153032557,0.005288382,0.3125,csv
353RobertoR AlomarAlomar2B353???,9073,1032,1140,474,114,0.3,0.10212766,0.112815438,0.058189015,0.806122449,csv
353BradyB AndersonAndersonRF353???,6499,960,1190,315,100,0.256,0.12870358,0.159538812,0.055637485,0.759036145,csv
353WallyW PostPostRF353???,4007,331,813,19,13,0.266,0.076302444,0.187413555,0.007376671,0.59375,csv
357JoeyJ GalloGallo1B357???,2869,497,1292,33,10,0.194,0.147653001,0.383838384,0.012774807,0.76744186,csv
357DevonD WhiteWhiteCF357???,7344,541,1526,346,98,0.263,0.068611287,0.193532023,0.056309448,0.779279279,csv
357PhilP NevinNevin3B357???,4188,449,1019,18,5,0.27,0.096829847,0.219754151,0.004960104,0.782608696,csv
357JasonJ ThompsonThompson1B357???,4802,816,862,8,7,0.261,0.145247419,0.153435386,0.002669989,0.533333333,csv
361AlexA BregmanBregman3B361???,4483,615,700,43,15,0.274,0.120635543,0.137308749,0.011377011,0.74137931,csv
361KirbyK PuckettPuckettCF361???,7244,450,965,134,76,0.318,0.058487133,0.125422407,0.027293995,0.638095238,csv
361RichieR ZiskZiskRF361???,5144,533,910,8,15,0.287,0.093887617,0.160295931,0.004051436,0.347826087,csv
364GusG BellBellCF364???,6478,470,636,30,31,0.281,0.067645366,0.091537133,0.008779505,0.491803279,csv
364FelipeF AlouAlouRF364???,7339,423,706,107,67,0.286,0.054496264,0.090955939,0.022416903,0.614942529,csv
364PeteP IncavigliaIncavigliaLF364???,4233,360,1277,33,26,0.246,0.078380144,0.278031788,0.012845635,0.559322034,csv
367JoeJ MedwickMedwickLF367???,7635,437,551,42,,0.324,0.05413776,0.068260654,,,csv
368RicoR CartyCartyLF368???,5606,642,663,21,26,0.299,0.102752881,0.106113956,0.007522407,0.446808511,csv
368Jos?J Cruz Jr.CruzCF368???,4724,658,1147,113,39,0.247,0.122259383,0.2131178,0.028242289,0.743421053,csv
368WallyW JoynerJoyner1B368???,7127,833,825,60,39,0.289,0.104648241,0.103643216,0.012437186,0.606060606,csv
371RichieR HebnerHebner3B371???,6144,687,741,38,40,0.276,0.100570927,0.108476065,0.011418533,0.487179487,csv
371JorgeJ SolerSolerRF371???,3802,461,1162,12,5,0.241,0.108139808,0.272577997,0.003987802,0.705882353,csv
373ToddT HundleyHundleyC373???,3769,453,988,14,11,0.234,0.107295121,0.234012316,0.005921364,0.56,csv
373JhonnyJ PeraltaPeraltaSS373???,6599,606,1450,17,27,0.267,0.084108258,0.201249133,0.00610687,0.386363636,csv
373CarlC EverettEverettCF373???,4809,442,1021,107,54,0.271,0.084174443,0.194439154,0.030660827,0.664596273,csv
348RandalR GrichukGrichukRF348???,4453,272,1183,27,19,0.251,0.057566138,0.25037037,0.00973545,0.586956522,csv
348KevinK McReynoldsMcReynoldsLF348???,5423,522,707,93,32,0.265,0.087804878,0.118923465,0.021026072,0.744,csv
353RicoR PetrocelliPetrocelliSS353???,5390,661,926,10,22,0.251,0.109238142,0.153032557,0.005288382,0.3125,csv
353RobertoR AlomarAlomar2B353???,9073,1032,1140,474,114,0.3,0.10212766,0.112815438,0.058189015,0.806122449,csv
353BradyB AndersonAndersonRF353???,6499,960,1190,315,100,0.256,0.12870358,0.159538812,0.055637485,0.759036145,csv
353WallyW PostPostRF353???,4007,331,813,19,13,0.266,0.076302444,0.187413555,0.007376671,0.59375,csv
357JoeyJ GalloGallo1B357???,2869,497,1292,33,10,0.194,0.147653001,0.383838384,0.012774807,0.76744186,csv
357DevonD WhiteWhiteCF357???,7344,541,1526,346,98,0.263,0.068611287,0.193532023,0.056309448,0.779279279,csv
357PhilP NevinNevin3B357???,4188,449,1019,18,5,0.27,0.096829847,0.219754151,0.004960104,0.782608696,csv
357JasonJ ThompsonThompson1B357???,4802,816,862,8,7,0.261,0.145247419,0.153435386,0.002669989,0.533333333,csv
361AlexA BregmanBregman3B361???,4483,615,700,43,15,0.274,0.120635543,0.137308749,0.011377011,0.74137931,csv
361KirbyK PuckettPuckettCF361???,7244,450,965,134,76,0.318,0.058487133,0.125422407,0.027293995,0.638095238,csv
361RichieR ZiskZiskRF361???,5144,533,910,8,15,0.287,0.093887617,0.160295931,0.004051436,0.347826087,csv
364GusG BellBellCF364???,6478,470,636,30,31,0.281,0.067645366,0.091537133,0.008779505,0.491803279,csv
364FelipeF AlouAlouRF364???,7339,423,706,107,67,0.286,0.054496264,0.090955939,0.022416903,0.614942529,csv
364PeteP IncavigliaIncavigliaLF364???,4233,360,1277,33,26,0.246,0.078380144,0.278031788,0.012845635,0.559322034,csv
367JoeJ MedwickMedwickLF367???,7635,437,551,42,,0.324,0.05413776,0.068260654,,,csv
368RicoR CartyCartyLF368???,5606,642,663,21,26,0.299,0.102752881,0.106113956,0.007522407,0.446808511,csv
368Jos?J Cruz Jr.CruzCF368???,4724,658,1147,113,39,0.247,0.122259383,0.2131178,0.028242289,0.743421053,csv
368WallyW JoynerJoyner1B368???,7127,833,825,60,39,0.289,0.104648241,0.103643216,0.012437186,0.606060606,csv
371RichieR HebnerHebner3B371???,6144,687,741,38,40,0.276,0.100570927,0.108476065,0.011418533,0.487179487,csv
371JorgeJ SolerSolerRF371???,3802,461,1162,12,5,0.241,0.108139808,0.272577997,0.003987802,0.705882353,csv
373ToddT HundleyHundleyC373???,3769,453,988,14,11,0.234,0.107295121,0.234012316,0.005921364,0.56,csv
373JhonnyJ PeraltaPeraltaSS373???,6599,606,1450,17,27,0.267,0.084108258,0.201249133,0.00610687,0.386363636,csv
373CarlC EverettEverettCF373???,4809,442,1021,107,54,0.271,0.084174443,0.194439154,0.030660827,0.664596273,csv
399CliffC JohnsonJohnsonDH399???,3945,568,719,9,12,0.258,0.125858631,0.159317527,0.004653224,0.428571429,csv
399JustinJ SmoakSmoak1B399???,4153,552,1122,3,3,0.229,0.117321998,0.238469713,0.001275239,0.5,csv
403JoshJ WillinghamWillinghamLF403???,3912,553,1036,35,9,0.253,0.123852184,0.232026876,0.009854423,0.795454545,csv
403AdamA DuvallDuvallLF403???,3393,247,1074,22,12,0.227,0.067857143,0.295054945,0.009340659,0.647058824,csv
403Asdr?balA CabreraCabreraSS403???,6632,589,1330,91,32,0.266,0.08156765,0.184185016,0.017033652,0.739837398,csv
403TobyT HarrahHarrah3B403???,7402,1154,868,238,94,0.264,0.13487611,0.101449275,0.038803179,0.71686747,csv
403JayJ BellBellSS403???,7398,853,1443,91,60,0.265,0.103381408,0.174887892,0.018300812,0.602649007,csv
403MinnieM MinosoMinosoLF403???,7059,848,584,216,130,0.299,0.107246743,0.073858606,0.043758695,0.624277457,csv
409BrandonB BeltBelt1B409???,4729,678,1346,47,21,0.261,0.125393009,0.248936564,0.01257629,0.691176471,csv
409YasmaniY GrandalGrandalC409???,4138,679,1124,13,7,0.236,0.140959103,0.233340253,0.004151962,0.65,csv
409JeffJ HeathHeathLF409???,4937,593,670,56,47,0.293,0.107233273,0.121157324,0.018625678,0.54368932,csv
409RussellR BranyanBranyan3B409???,2934,403,1118,16,4,0.232,0.120767156,0.335031465,0.005993407,0.8,csv
413AmosA OtisOtisCF413???,7299,757,1008,341,93,0.277,0.093967229,0.125124131,0.05387289,0.785714286,csv
413JasonJ VaritekVaritekC413???,5099,614,1216,25,18,0.256,0.107474182,0.212847891,0.007526694,0.581395349,csv
415RayR DurhamDurham2B415???,7408,820,1201,273,97,0.277,0.099659699,0.145964998,0.044968401,0.737837838,csv
415AlA RosenRosen3B415???,3725,587,385,39,33,0.285,0.136131725,0.089285714,0.016697588,0.541666667,csv
415JavierJ B?ezB?ezCF415???,4747,228,1390,115,34,0.252,0.045829146,0.279396985,0.029949749,0.771812081,csv
