PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
9269C.C. MiltonMiltonX9269???,1,0,,0,,0,0,,,,csv
9269ArtA. MiltonMiltonX9269???,10,1,,0,,0.1,0.090909091,,,,csv
9269GeorgeG. MinorMinorX9269???,120,9,,6,,0.317,0.069767442,,,,csv
9269PurnellP. MincyMincyX9269???,5,1,,0,,0.2,0.166666667,,,,csv
9269W.W. MillerMillerX9269???,26,0,,0,,0.115,0,,,,csv
9269HaroldH. MillonMillonX9269???,4,1,,0,,0.25,0.2,,,,csv
9269LouisL. MillerMillerX9269???,97,5,,0,,0.216,0.049019608,,,,csv
9269HenryH. MillerMillerX9269???,171,16,,0,0,0.175,0.085561497,,0,,csv
9269NedN. MillerMillerX9269???,15,3,,1,,0.267,0.166666667,,,,csv
9269EddieE. MillerMillerX9269???,611,52,,7,,0.221,0.078431373,,,,csv
9269BubB. MillerMillerX9269???,17,0,,0,,0.176,0,,,,csv
9269ClaudeC. MillerMillerX9269???,3,2,,0,,0.333,0.4,,,,csv
9269A.A. MillerMillerX9269???,20,0,,0,,0.25,0,,,,csv
9269MillerMillerX9269???,1,0,,0,,0,0,,,,csv
9269ZellZ. MilesMilesX9269???,25,2,,0,,0.2,0.074074074,,,,csv
9269JimmyJ. MilesMilesX9269???,57,7,,0,,0.228,0.109375,,,,csv
9269MexioMexioX9269???,12,0,,1,,0.333,0,,,,csv
9269JamesJ. MickeyMickeyX9269???,15,0,,0,,0.067,0,,,,csv
9269SchuteS. MerrittMerrittX9269???,21,3,,1,,0.143,0.125,,,,csv
9269AndresA. MesaMesaX9269???,98,7,,0,,0.265,0.066666667,,,,csv
9269MeriwetherMeriwetherX9269???,11,0,,0,,0.273,0,,,,csv
9269CalC. MedleyMedleyX9269???,1,0,,0,,0,0,,,,csv
9269LazaroL. MedinaMedinaX9269???,28,0,,0,,0.214,0,,,,csv
9269LeftyL. MellixMellixX9269???,4,0,,0,,0.5,0,,,,csv
9269LewisL. MeansMeansX9269???,57,7,,2,,0.211,0.109375,,,,csv
9269PeteP. McQueenMcQueenX9269???,55,2,,1,,0.164,0.035087719,,,,csv
9269John HenryJ. McQueenMcQueenX9269???,12,0,,0,,0.333,0,,,,csv
9269WillieW. McNeelyMcNeelyX9269???,1,0,,0,,0,0,,,,csv
9269AlbertA. McNealMcNealX9269???,5,3,,0,,0,0.375,,,,csv
9269ClarenceC. McMullenMcMullenX9269???,6,0,,0,,0,0,,,,csv
9269WillieW. McMeansMcMeansX9269???,15,5,,0,,0.133,0.25,,,,csv
9269McLemoreMcLemoreX9269???,0,0,,0,,0,,,,,csv
9269JackJ. McLaurinMcLaurinX9269???,48,3,,0,,0.229,0.058823529,,,,csv
9269GreadyG. McKinnisMcKinnisX9269???,92,1,,0,,0.141,0.010752688,,,,csv
9269McKinleyMcKinleyX9269???,1,0,,0,,0,0,,,,csv
9269McKameyMcKameyX9269???,1,1,,1,,0,0.5,,,,csv
9269B.B. McIntyreMcIntyreX9269???,25,2,,0,,0.24,0.074074074,,,,csv
9269JimmyJ. McIntoshMcIntoshX9269???,4,1,,0,,0,0.2,,,,csv
9269FredF. McKelvinMcKelvinX9269???,2,0,,0,,0,0,,,,csv
9269JohnJ. McFarlandMcFarlandX9269???,8,0,,0,,0,0,,,,csv
9269JohnJ. McFarlinMcFarlinX9269???,10,0,,0,,0.2,0,,,,csv
9269GiffordG. McDonaldMcDonaldX9269???,9,2,,0,,0.111,0.181818182,,,,csv
9269McDonaldMcDonaldX9269???,1,0,,0,,1,0,,,,csv
9269FredF. McDanielMcDanielX9269???,432,47,,10,,0.241,0.098121086,,,,csv
9269WillieW. McCraryMcCraryX9269???,11,0,,0,,0.182,0,,,,csv
9269WalterW. McCoyMcCoyX9269???,55,2,,0,,0.036,0.035087719,,,,csv
9269McCrearyMcCrearyX9269???,4,1,,0,,0.5,0.2,,,,csv
9269JohnJ. McCraryMcCraryX9269???,8,1,,0,,0.25,0.111111111,,,,csv
9269FrankF. McCoyMcCoyX9269???,110,8,,1,,0.327,0.06779661,,,,csv
9269NatN. McClinicMcClinicX9269???,6,1,,0,,0,0.142857143,,,,csv
9269ButchB. McCordMcCordX9269???,73,6,,1,,0.26,0.075949367,,,,csv
9269BobB. McClureMcClureX9269???,320,15,,1,,0.175,0.044776119,,,,csv
9269BillB. McClainMcClainX9269???,0,0,,0,,0,,,,,csv
9269JeepJ. McClainMcClainX9269???,8,0,,0,,0,0,,,,csv
9269McCabbMcCabbX9269???,1,0,,0,,0,0,,,,csv
9269BillB. McCallMcCallX9269???,237,14,,1,,0.215,0.055776892,,,,csv
9269UlyssesU. McAteeMcAteeX9269???,12,1,,0,,0.167,0.076923077,,,,csv
9269TutsT. McBrideMcBrideX9269???,7,2,,0,,0.286,0.222222222,,,,csv
9269DaveD. MaysMaysX9269???,54,4,,2,,0.259,0.068965517,,,,csv
9269MaysMaysX9269???,16,0,,0,,0.438,0,,,,csv
9269JoeJ. MayMayX9269???,16,2,,0,,0.375,0.111111111,,,,csv
9269ZearleeZ. MaxwellMaxwellX9269???,63,3,,1,,0.222,0.045454545,,,,csv
9269JackJ. MatthewsMatthewsX9269???,6,2,,0,,0,0.25,,,,csv
9269JesseJ. MatthewsMatthewsX9269???,5,0,,0,,0.2,0,,,,csv
9269DickD. MatthewsMatthewsX9269???,39,3,,0,,0.205,0.071428571,,,,csv
9269JackJ. MatchettMatchettX9269???,193,10,,0,,0.259,0.049261084,,,,csv
9269GarciaG. MassingaleMassingaleX9269???,9,0,,0,,0.111,0,,,,csv
9269SalvadorS. MassipMassipX9269???,24,2,,0,,0.208,0.076923077,,,,csv
9269PasqualP. MartinezMartinezX9269???,22,2,,0,,0.091,0.083333333,,,,csv
9269ForrestF. MashawMashawX9269???,0,0,,0,,0,,,,,csv
9269PrudencioP. MartinezMartinezX9269???,10,1,,0,,0.1,0.090909091,,,,csv
9269RamonR. MartinezMartinezX9269???,104,4,,0,,0.163,0.037037037,,,,csv
9269PabloP. MartinezMartinezX9269???,11,2,,0,,0,0.153846154,,,,csv
9269FelixF. MartinMartinX9269???,14,0,,0,,0.214,0,,,,csv
9269ClemC. MartinMartinX9269???,1,0,,0,,0,0,,,,csv
9269MartinMartinX9269???,0,0,,0,,0,,,,,csv
9269JackJ. MarshallMarshallX9269???,211,13,,1,,0.185,0.058035714,,,,csv
9269MarshMarshX9269???,5,0,,0,,0.2,0,,,,csv
9269MarshallMarshallX9269???,0,0,,0,,0,,,,,csv
9269JohnnyJ. MarkhamMarkhamX9269???,156,2,,0,,0.141,0.012658228,,,,csv
9269ZiggyZ. MarcellMarcellX9269???,169,21,,3,,0.178,0.110526316,,,,csv
9269FelixF. ManningManningX9269???,19,0,,0,,0.316,0,,,,csv
9269MangrumMangrumX9269???,1,0,,0,,0,0,,,,csv
9269ClaudioC. ManelaManelaX9269???,49,1,,0,,0.143,0.02,,,,csv
9269MaloneMaloneX9269???,2,0,,0,,0,0,,,,csv
9269MalcolmMalcolmX9269???,1,0,,0,,1,0,,,,csv
9269AnthonyA. MahoneyMahoneyX9269???,81,7,,1,,0.198,0.079545455,,,,csv
9269UleU. MahoneyMahoneyX9269???,24,4,,0,,0.375,0.142857143,,,,csv
9269WilliamW. MakellMakellX9269???,20,3,,0,,0.35,0.130434783,,,,csv
9269GeorgeG. MackMackX9269???,22,3,,0,,0.136,0.12,,,,csv
9269LyonsLyonsX9269???,1,0,,0,,1,0,,,,csv
9269BillB. LynnLynnX9269???,0,0,,0,,0,,,,,csv
9269JamesJ. LynchLynchX9269???,7,1,,0,,0.286,0.125,,,,csv
9269MilesM. LucasLucasX9269???,14,0,,1,,0.357,0,,,,csv
9269LowellLowellX9269???,3,0,,0,,0.333,0,,,,csv
9269RaymondR. LottLottX9269???,0,0,,0,,0,,,,,csv
9269JesusJ. LorenzoLorenzoX9269???,88,6,,0,,0.273,0.063829787,,,,csv
9269RaulR. LopezLopezX9269???,19,5,,0,,0.158,0.208333333,,,,csv
9269VenturaV. LopezLopezX9269???,22,0,,0,,0.227,0,,,,csv
9269JoseJ. LopezLopezX9269???,55,11,,2,,0.218,0.166666667,,,,csv
9269ArmandoA. LopezLopezX9269???,34,2,,0,,0.176,0.055555556,,,,csv
9269CharleyC. LooneyLooneyX9269???,36,2,,0,,0.222,0.052631579,,,,csv
9269EarnestE. LongLongX9269???,5,3,,0,,0.4,0.375,,,,csv
9269EmoryE. LongLongX9269???,115,7,,3,,0.13,0.057377049,,,,csv
9269BernellB. LongestLongestX9269???,191,16,,5,,0.293,0.077294686,,,,csv
9269LogginsLogginsX9269???,1,0,,0,,0,0,,,,csv
9269GriffG. LomaxLomaxX9269???,0,1,,0,,0,1,,,,csv
9269ColeyC. LoganLoganX9269???,2,0,,0,,0,0,,,,csv
9269JamesJ. LockmanLockmanX9269???,7,0,,1,,0,0,,,,csv
9269LockhartLockhartX9269???,10,0,,0,,0.3,0,,,,csv
9269HubertH. LockhartLockhartX9269???,193,5,,1,,0.223,0.025252525,,,,csv
9269JohnnyJ. LockettLockettX9269???,30,0,,0,,0.133,0,,,,csv
9269A. J.A. LockhartLockhartX9269???,3,0,,0,,0,0,,,,csv
9269ClarenceC. LockeLockeX9269???,43,1,,0,,0.14,0.022727273,,,,csv
9269EddieE. LockeLockeX9269???,55,3,,1,,0.218,0.051724138,,,,csv
9269BenB. LittlesLittlesX9269???,54,1,,0,,0.222,0.018181818,,,,csv
9269EarlE. LittleLittleX9269???,1,0,,0,,0,0,,,,csv
9269HenryH. LipseyLipseyX9269???,1,0,,0,,0,0,,,,csv
9269MauriceM. LisbyLisbyX9269???,1,0,,0,,0,0,,,,csv
9269NoraN. ListachListachX9269???,28,3,,1,,0.25,0.096774194,,,,csv
9269RobertR. LindseyLindseyX9269???,31,4,,1,,0.258,0.114285714,,,,csv
9269WilliamW. LindseyLindseyX9269???,47,1,,0,,0.191,0.020833333,,,,csv
9269RedR LindsayLindsayX9269???,25,2,,0,,0.16,0.074074074,,,,csv
9269LeonardL. LindsayLindsayX9269???,171,12,,0,,0.263,0.06557377,,,,csv
9269WilliamW. LinderLinderX9269???,7,0,,0,,0,0,,,,csv
9269RufusR. LigonLigonX9269???,23,2,,1,,0.261,0.08,,,,csv
9269CharleyC. LightnerLightnerX9269???,5,0,,0,,0.4,0,,,,csv
9269JohnJ. LewisLewisX9269???,1,0,,0,,0,0,,,,csv
9269GastonG. LewisLewisX9269???,2,0,,0,,0,0,,,,csv
9269JimJ. LewisLewisX9269???,25,3,,0,,0.16,0.107142857,,,,csv
9269EarlE. LewisLewisX9269???,1,1,,0,,1,0.5,,,,csv
9269FrankF. LewisLewisX9269???,72,6,,1,,0.306,0.076923077,,,,csv
9269CharlieC. LewisLewisX9269???,37,2,,1,,0.297,0.051282051,,,,csv
9269A. D.A. LewisLewisX9269???,0,0,,0,,0,,,,,csv
9269ClarenceC. LewisLewisX9269???,243,22,,2,,0.156,0.083018868,,,,csv
9269LesterLesterX9269???,3,0,,0,,0,0,,,,csv
9269JuanJ. LeonLeonX9269???,53,1,,0,,0.358,0.018518519,,,,csv
9269LeonardLeonardX9269???,1,0,,0,,0,0,,,,csv
9269LeeLeeX9269???,0,1,,0,,0,1,,,,csv
9269LeeLeeX9269???,1,0,,0,,0,0,,,,csv
9269JoseJ. LeblancLeblancX9269???,182,14,,7,,0.242,0.071428571,,,,csv
9269AgapitoA. LazagaLazagaX9269???,15,0,,0,,0.2,0,,,,csv
9269JohnJ. LattingLattingX9269???,4,0,,0,,0,0,,,,csv
9269PhelbertP. LawsonLawsonX9269???,0,0,,0,,0,,,,,csv
9269DukeD. LattimoreLattimoreX9269???,43,2,,0,,0.233,0.044444444,,,,csv
9269LatimerLatimerX9269???,26,2,,0,,0.115,0.071428571,,,,csv
9269PedroP. LanuzaLanuzaX9269???,27,3,,0,,0.185,0.1,,,,csv
9269LangrumLangrumX9269???,26,0,,0,,0.231,0,,,,csv
9269WilburW. LansingLansingX9269???,7,0,,0,,0.143,0,,,,csv
9269EnriqueE. LantiguaLantiguaX9269???,10,1,,0,,0,0.090909091,,,,csv
9269LeftyL. LaneLaneX9269???,0,0,,0,,0,,,,,csv
9269AltoA. LaneLaneX9269???,29,2,,0,,0.276,0.064516129,,,,csv
9269NestorN. LambertusLambertusX9269???,72,8,,1,,0.306,0.1,,,,csv
9269HoratioH. LamarLamarX9269???,8,2,,1,,0.125,0.2,,,,csv
9269RaymonR. LacyLacyX9269???,1,0,,0,,0,0,,,,csv
9269RobertR LacyLacyX9269???,10,1,,0,,0,0.090909091,,,,csv
9269FloydF. KransonKransonX9269???,86,2,,0,,0.221,0.022727273,,,,csv
9269DaveD. KnightKnightX9269???,11,1,,0,,0.182,0.083333333,,,,csv
9269IvyI. KirkseyKirkseyX9269???,73,7,,0,,0.178,0.0875,,,,csv
9269KirbyKirbyX9269???,3,0,,0,,0.667,0,,,,csv
9269WilbertW. KingKingX9269???,84,10,,1,,0.238,0.106382979,,,,csv
9269EarnestE. KingKingX9269???,4,2,,0,,0,0.333333333,,,,csv
9269RichardR. KingKingX9269???,9,0,,0,,0.222,0,,,,csv
9269DollyD. KingKingX9269???,15,2,,0,,0.067,0.117647059,,,,csv
9269KingKingX9269???,1,0,,0,,0,0,,,,csv
9269BrennanB. KingKingX9269???,3,0,,0,,0.333,0,,,,csv
9269CharlieC. KingKingX9269???,7,0,,0,,0.143,0,,,,csv
9269BobB. KingKingX9269???,9,0,,0,,0.222,0,,,,csv
9269LarryL. KimbroughKimbroughX9269???,40,3,,2,,0.225,0.069767442,,,,csv
9269BillB. KindleKindleX9269???,8,1,,0,,0,0.111111111,,,,csv
9269HarryH. KincannonKincannonX9269???,115,7,,0,,0.157,0.057377049,,,,csv
9269KineKineX9269???,0,0,,0,,0,,,,,csv
9269RooseveltR. KinardKinardX9269???,20,5,,0,,0.3,0.2,,,,csv
9269RobertR. KeyesKeyesX9269???,49,3,,0,,0.163,0.057692308,,,,csv
9269KerryKerryX9269???,1,0,,0,,0,0,,,,csv
9269KesslerKesslerX9269???,0,1,,0,,0,1,,,,csv
9269JohnJ. KernerKernerX9269???,11,0,,0,,0,0,,,,csv
9269KenwoodKenwoodX9269???,0,1,,0,,0,1,,,,csv
9269GeorgeG. KempKempX9269???,61,8,,0,,0.164,0.115942029,,,,csv
9269KelseyKelseyX9269???,2,0,,0,,0,0,,,,csv
9269WilliamW. KellyKellyX9269???,54,4,,1,,0.241,0.068965517,,,,csv
9269EdE. KempKempX9269???,251,28,,12,,0.215,0.100358423,,,,csv
9269W. H.W. KellyKellyX9269???,0,0,,0,,0,,,,,csv
9269EugeneE. KeetonKeetonX9269???,10,0,,0,,0.2,0,,,,csv
9269CecilC. KaiserKaiserX9269???,27,1,,0,,0.259,0.035714286,,,,csv
9269BenB. KeelingKeelingX9269???,1,0,,0,,0,0,,,,csv
9269W. L.W. KeaneKeaneX9269???,2,1,,0,,0,0.333333333,,,,csv
9269KearnsKearnsX9269???,2,0,,0,,0,0,,,,csv
9269JohnnyJ. JuranJuranX9269???,15,3,,0,,0.2,0.166666667,,,,csv
9269CecilC. JordanJordanX9269???,0,1,,0,,0,1,,,,csv
9269SugS. JonesJonesX9269???,41,1,,2,,0.366,0.023809524,,,,csv
9269WalterW. JonesJonesX9269???,0,0,,0,,0,,,,,csv
9269JimJ. JonesJonesX9269???,68,9,,2,,0.265,0.116883117,,,,csv
9269MintM. JonesJonesX9269???,180,13,,2,,0.283,0.067357513,,,,csv
9269PeteP. JonesJonesX9269???,12,1,,0,,0.25,0.076923077,,,,csv
9269RayR. JonesJonesX9269???,1,0,,0,,0,0,,,,csv
9269FoxF. JonesJonesX9269???,214,21,,3,,0.206,0.089361702,,,,csv
9269EugeneE. JonesJonesX9269???,11,0,,0,,0.182,0,,,,csv
9269EarlE. JonesJonesX9269???,9,1,,0,,0.222,0.1,,,,csv
9269HankH. JonesJonesX9269???,1,0,,0,,0,0,,,,csv
9269BudB. JonesJonesX9269???,30,3,,1,,0.233,0.090909091,,,,csv
9269CollinsC. JonesJonesX9269???,24,3,,0,,0.25,0.111111111,,,,csv
9269A.A. JonesJonesX9269???,3,0,,0,,0,0,,,,csv
9269ArthurA. JonesJonesX9269???,5,2,,1,,0.2,0.285714286,,,,csv
9269AlA. JonesJonesX9269???,22,3,,0,,0.091,0.12,,,,csv
9269JonesJonesX9269???,4,0,,0,,0.25,0,,,,csv
9269JonesJonesX9269???,1,0,,0,,0,0,,,,csv
9269JonesJonesX9269???,5,0,,1,,0.4,0,,,,csv
9269JonesJonesX9269???,1,0,,0,,0,0,,,,csv
9269JonesJonesX9269???,2,0,,0,,0.5,0,,,,csv
9269JonesJonesX9269???,6,0,,0,,0.167,0,,,,csv
9269JonesJonesX9269???,3,1,,0,,0,0.25,,,,csv
9269JonesJonesX9269???,1,0,,0,,0,0,,,,csv
9269JohnstoneJohnstoneX9269???,3,1,,0,,0.333,0.25,,,,csv
9269TraceyT. JohnsonJohnsonX9269???,31,0,,0,,0.258,0,,,,csv
9269U.U. JohnsonJohnsonX9269???,3,0,,0,,0,0,,,,csv
9269TommyT. JohnsonJohnsonX9269???,15,1,,0,,0.2,0.0625,,,,csv
9269TommyT. JohnsonJohnsonX9269???,106,5,,0,,0.123,0.045045045,,,,csv
9269ShangS. JohnsonJohnsonX9269???,2,0,,0,,0,0,,,,csv
9269S.S. JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269TomT. JohnsonJohnsonX9269???,90,3,,2,,0.1,0.032258065,,,,csv
9269RayR. JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269RalphR. JohnsonJohnsonX9269???,40,3,,1,,0.175,0.069767442,,,,csv
9269NateN. JohnsonJohnsonX9269???,12,3,,0,,0.25,0.2,,,,csv
9269PearleyP. JohnsonJohnsonX9269???,285,55,,32,,0.186,0.161764706,,,,csv
9269M.M. JohnsonJohnsonX9269???,1,1,,0,,1,0.5,,,,csv
9269LeeL. JohnsonJohnsonX9269???,0,0,,0,,0,,,,,csv
9269LeonardL. JohnsonJohnsonX9269???,22,1,,0,,0.045,0.043478261,,,,csv
9269MexM. JohnsonJohnsonX9269???,251,23,,5,,0.239,0.083941606,,,,csv
9269JohnnyJ. JohnsonJohnsonX9269???,23,6,,0,,0.174,0.206896552,,,,csv
9269LeamonL. JohnsonJohnsonX9269???,162,13,,1,,0.198,0.074285714,,,,csv
9269JohnnyJ. JohnsonJohnsonX9269???,62,1,,0,,0.145,0.015873016,,,,csv
9269JimmyJ. JohnsonJohnsonX9269???,166,23,,2,,0.253,0.121693122,,,,csv
9269JackJ. JohnsonJohnsonX9269???,1,0,,,,0,0,,,,csv
9269JimmyJ. JohnsonJohnsonX9269???,39,1,,2,,0.231,0.025,,,,csv
9269FredF. JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269FrankF. JohnsonJohnsonX9269???,13,0,,2,,0.077,0,,,,csv
9269EddieE. JohnsonJohnsonX9269???,3,0,,0,,0.667,0,,,,csv
9269DictaD. JohnsonJohnsonX9269???,192,16,,0,,0.188,0.076923077,,,,csv
9269BobB. JohnsonJohnsonX9269???,27,2,,0,,0.111,0.068965517,,,,csv
9269BusterB. JohnsonJohnsonX9269???,0,0,,0,,0,,,,,csv
9269BuckyB. JohnsonJohnsonX9269???,17,2,,0,,0.235,0.105263158,,,,csv
9269BillB. JohnsonJohnsonX9269???,18,4,,1,,0.278,0.181818182,,,,csv
9269AlA. JohnsonJohnsonX9269???,2,0,,0,,0.5,0,,,,csv
9269JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,17,0,,0,,0.235,0,,,,csv
9269JohnsonJohnsonX9269???,0,1,,0,,0,1,,,,csv
9269JohnsonJohnsonX9269???,0,0,,0,,0,,,,,csv
9269JohnsonJohnsonX9269???,5,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,2,0,,0,,0,0,,,,csv
9269JohnsonJohnsonX9269???,1,0,,0,,0,0,,,,csv
9269EusebioE. JimenezJimenezX9269???,107,11,,3,,0.187,0.093220339,,,,csv
9269GentryG. JessupJessupX9269???,195,3,,0,,0.195,0.015151515,,,,csv
9269VailV. JewellJewellX9269???,1,0,,0,,0,0,,,,csv
9269JessopJessopX9269???,1,0,,0,,1,0,,,,csv
9269Pee WeeP. JenkinsJenkinsX9269???,17,1,,0,,0.059,0.055555556,,,,csv
9269JoeJ. JenkinsJenkinsX9269???,2,0,,0,,0,0,,,,csv
9269HoraceH. JenkinsJenkinsX9269???,163,14,,3,,0.245,0.079096045,,,,csv
9269BillB. JenkinsJenkinsX9269???,2,0,,0,,0,0,,,,csv
9269BenB JenkinsJenkinsX9269???,6,0,,0,,0.333,0,,,,csv
9269HoneyH. JenkinsJenkinsX9269???,2,0,,0,,0,0,,,,csv
9269BarneyB. JenkinsJenkinsX9269???,4,0,,0,,0.25,0,,,,csv
9269Sonny BoyS. JeffriesJeffriesX9269???,6,2,,0,,0.667,0.25,,,,csv
9269CharlieC JamisonJamisonX9269???,4,0,,0,,0.25,0,,,,csv
9269JenkinsJenkinsX9269???,1,0,,0,,1,0,,,,csv
9269RalphR. JeffersonJeffersonX9269???,305,17,,4,,0.259,0.052795031,,,,csv
9269GeorgeG. JeffersonJeffersonX9269???,52,3,,0,,0.115,0.054545455,,,,csv
9269JimJ. JeffriesJeffriesX9269???,430,39,,6,,0.219,0.08315565,,,,csv
9269JohnJ. JasperJasperX9269???,1,0,,0,,0,0,,,,csv
9269DonD. JeffersonJeffersonX9269???,0,0,,0,,0,,,,,csv
9269EddieE. JeffersonJeffersonX9269???,17,2,,0,,0.118,0.105263158,,,,csv
9269DonaldD. JarmonJarmonX9269???,4,0,,0,,0,0,,,,csv
9269ClarenceC. JaggersJaggersX9269???,1,0,,0,,0,0,,,,csv
9269EddieE. JacobsJacobsX9269???,8,0,,0,,0.25,0,,,,csv
9269TincyT. JamersonJamersonX9269???,0,0,,0,,0,,,,,csv
9269TiceT. JamesJamesX9269???,194,10,,3,,0.206,0.049019608,,,,csv
9269TomT. JacksonJacksonX9269???,34,2,,0,,0.088,0.055555556,,,,csv
9269SamS. JacksonJacksonX9269???,21,0,,0,,0.143,0,,,,csv
9269LincolnL. JacksonJacksonX9269???,24,2,,0,,0.292,0.076923077,,,,csv
9269MatthewM. JacksonJacksonX9269???,97,3,,2,,0.278,0.03,,,,csv
9269JackJ. JacksonJacksonX9269???,5,1,,0,,0,0.166666667,,,,csv
9269FreddieF. JacksonJacksonX9269???,3,0,,0,,0.333,0,,,,csv
9269GeneralG. JacksonJacksonX9269???,0,0,,0,,0,,,,,csv
9269EdgarE. JacksonJacksonX9269???,17,1,,0,,0.353,0.055555556,,,,csv
9269FrancisF. JacksonJacksonX9269???,4,0,,0,,0.5,0,,,,csv
9269BozoB. JacksonJacksonX9269???,61,2,,0,,0.295,0.031746032,,,,csv
9269Big TrainB. JacksonJacksonX9269???,24,2,,0,,0.042,0.076923077,,,,csv
9269JacksonJacksonX9269???,1,0,,0,,0,0,,,,csv
9269JacksonJacksonX9269???,5,0,,0,,0,0,,,,csv
9269JacksonJacksonX9269???,3,0,,0,,0,0,,,,csv
9269JacksonJacksonX9269???,0,0,,0,,0,,,,,csv
9269K. B.K. IvoryIvoryX9269???,1,0,,0,,0,0,,,,csv
9269CalC. IrvinIrvinX9269???,11,2,,1,,0.182,0.153846154,,,,csv
9269IrwinIrwinX9269???,3,0,,0,,0.333,0,,,,csv
9269WillieW. HutchinsonHutchinsonX9269???,119,2,,3,,0.193,0.016528926,,,,csv
9269FredF. HutchinsonHutchinsonX9269???,47,6,,1,,0.277,0.113207547,,,,csv
9269OscarO. HuttHuttX9269???,61,2,,1,,0.279,0.031746032,,,,csv
9269EugeneE. HunterHunterX9269???,7,0,,0,,0.143,0,,,,csv
9269TomT. HunterHunterX9269???,1,0,,0,,0,0,,,,csv
9269JohnnyJ. HundleyHundleyX9269???,100,9,,2,,0.27,0.082568807,,,,csv
9269GroverG. HuntHuntX9269???,4,0,,0,,0,0,,,,csv
9269HughesHughesX9269???,4,0,,0,,0.5,0,,,,csv
9269CharlieC. HughesHughesX9269???,80,4,,1,,0.175,0.047619048,,,,csv
9269RobertR. HughesHughesX9269???,19,0,,0,,0.158,0,,,,csv
9269CharlieC. HumberHumberX9269???,61,7,,1,,0.246,0.102941176,,,,csv
9269CharlesC. HudsonHudsonX9269???,3,0,,0,,0,0,,,,csv
9269WillieW. HubertHubertX9269???,82,9,,0,,0.098,0.098901099,,,,csv
9269JohnJ. HuberHuberX9269???,243,7,,1,,0.247,0.028,,,,csv
9269LarryL. HubbardHubbardX9269???,3,1,,0,,0,0.25,,,,csv
9269TeloshT. HowardHowardX9269???,31,2,,0,,0.161,0.060606061,,,,csv
9269NatN. HowardHowardX9269???,16,1,,0,,0.125,0.058823529,,,,csv
9269CarrenzaC. HowardHowardX9269???,109,5,,1,,0.174,0.043859649,,,,csv
9269PercyP. HowardHowardX9269???,2,0,,0,,0,0,,,,csv
9269HowardHowardX9269???,0,0,,0,,0,,,,,csv
9269HowardHowardX9269???,13,0,,0,,0.308,0,,,,csv
9269HowardHowardX9269???,1,0,,0,,0,0,,,,csv
9269BillB. HowardHowardX9269???,30,0,,0,,0.433,0,,,,csv
9269CarlC. HowardHowardX9269???,1,0,,0,,0,0,,,,csv
9269HornerHornerX9269???,1,0,,0,,0,0,,,,csv
9269JesseJ. HoustonHoustonX9269???,147,9,,0,,0.231,0.057692308,,,,csv
9269TickT. HoustonHoustonX9269???,40,2,,0,,0.2,0.047619048,,,,csv
9269HowardHowardX9269???,20,2,,0,,0.2,0.090909091,,,,csv
9269CharleyC. HouseHouseX9269???,93,7,,0,,0.247,0.07,,,,csv
9269HoplinsHoplinsX9269???,4,0,,0,,0.25,0,,,,csv
9269ClydeC. HorneHorneX9269???,6,0,,0,,0,0,,,,csv
9269ReginaldR. HopwoodHopwoodX9269???,17,3,,1,,0.118,0.15,,,,csv
10001JoseJ LimaLimaP10001???,292,7,101,0,0,0.13,0.023411371,0.337792642,0,,csv
10001EzraE LincolnLincolnP10001???,59,2,15,0,,0.136,0.032786885,0.245901639,,,csv
10001JackJ LindLindSS10001???,37,5,14,1,0,0.135,0.119047619,0.333333333,0.023809524,1,csv
10001ViveV LindamanLindamanP10001???,303,22,,1,,0.152,0.067692308,,,,csv
10001EmE LindbeckLindbeckPH10001???,1,1,0,0,0,0,0.5,0,0,,csv
10001LymanL LindeLindeP10001???,2,0,1,0,0,0,0,0.5,0,,csv
10001ErnieE LindemannLindemannP10001???,2,0,,0,,0.5,0,,,,csv
10001BobB LindemannLindemannRF10001???,9,0,,0,,0.111,0,,,,csv
10001WaltW LindenLindenC10001???,5,1,0,0,,0.4,0.166666667,0,,,csv
10001CarlC LindquistLindquistP10001???,5,0,4,0,,0,0,0.8,,,csv
10001ChrisC LindsayLindsay1B10001???,828,63,,28,,0.242,0.070707071,,,,csv
10001BillB LindsayLindsay3B10001???,66,1,,2,,0.242,0.014925373,,,,csv
10001JimJ LindseyLindseyP10001???,97,1,23,0,0,0.186,0.010204082,0.234693878,0,,csv
10001DougD LindseyLindseyC10001???,6,0,4,0,0,0.167,0,0.666666667,0,,csv
10001BillB LindseyLindseyC10001???,16,0,3,0,0,0.188,0,0.1875,0,,csv
